file,sweep,regime,set,factor,value,rho,B,n_prc,n_tsk,n_frq,util_per_core,opt_ratio,u_mand_abs,u_opt_abs,H,J,e_mand_fmax,e_full_fmax,feasible,seed,redraws
processors\LL\set17\n_prc_6.py,processors,LL,17,n_prc,6,1.0,165.600011,6,12,8,0.2,0.5,1.2,0.6,80,39,110.399997,165.600011,1,1017,0
processors\LL\set17\n_prc_8.py,processors,LL,17,n_prc,8,1.0,220.799998,8,12,8,0.2,0.5,1.6,0.8,80,39,147.199999,220.799998,1,1017,0
processors\LL\set18\n_prc_1.py,processors,LL,18,n_prc,1,1.0,27.599979,1,12,8,0.2,0.5,0.2,0.1,80,46,18.399986,27.599979,1,1018,0
processors\LL\set18\n_prc_2.py,processors,LL,18,n_prc,2,1.0,55.200024,2,12,8,0.2,0.5,0.4,0.2,80,46,36.80001,55.200024,1,1018,0
processors\LL\set18\n_prc_3.py,processors,LL,18,n_prc,3,1.0,82.800006,3,12,8,0.2,0.5,0.6,0.3,80,46,55.199998,82.800006,1,1018,0
processors\LL\set18\n_prc_4.py,processors,LL,18,n_prc,4,1.0,110.399995,4,12,8,0.2,0.5,0.8,0.4,80,46,73.600002,110.399995,1,1018,0
processors\LL\set18\n_prc_6.py,processors,LL,18,n_prc,6,1.0,165.600002,6,12,8,0.2,0.5,1.2,0.6,80,46,110.400007,165.600002,1,1018,0
processors\LL\set18\n_prc_8.py,processors,LL,18,n_prc,8,1.0,220.799987,8,12,8,0.2,0.5,1.6,0.8,80,46,147.199995,220.799987,1,1018,0
processors\LL\set19\n_prc_1.py,processors,LL,19,n_prc,1,1.0,27.60002,1,12,8,0.2,0.5,0.2,0.1,80,45,18.399993,27.60002,1,1019,0
processors\LL\set19\n_prc_2.py,processors,LL,19,n_prc,2,1.0,55.200012,2,12,8,0.2,0.5,0.4,0.2,80,45,36.800007,55.200012,1,1019,0
processors\LL\set19\n_prc_3.py,processors,LL,19,n_prc,3,1.0,82.800006,3,12,8,0.2,0.5,0.6,0.3,80,45,55.2,82.800006,1,1019,0
processors\LL\set19\n_prc_4.py,processors,LL,19,n_prc,4,1.0,110.39999,4,12,8,0.2,0.5,0.8,0.4,80,45,73.599995,110.39999,1,1019,0
processors\LL\set19\n_prc_6.py,processors,LL,19,n_prc,6,1.0,165.59999,6,12,8,0.2,0.5,1.2,0.6,80,45,110.400003,165.59999,1,1019,0
processors\LL\set19\n_prc_8.py,processors,LL,19,n_prc,8,1.0,220.8,8,12,8,0.2,0.5,1.6,0.8,80,45,147.200001,220.8,1,1019,0
processors\LL\set20\n_prc_1.py,processors,LL,20,n_prc,1,1.0,27.600007,1,12,8,0.2,0.5,0.2,0.1,80,50,18.400002,27.600007,1,1020,0
processors\LL\set20\n_prc_2.py,processors,LL,20,n_prc,2,1.0,55.199978,2,12,8,0.2,0.5,0.4,0.2,80,50,36.800006,55.199978,1,1020,0
processors\LL\set20\n_prc_3.py,processors,LL,20,n_prc,3,1.0,82.800006,3,12,8,0.2,0.5,0.6,0.3,80,50,55.200003,82.800006,1,1020,0
processors\LL\set20\n_prc_4.py,processors,LL,20,n_prc,4,1.0,110.399982,4,12,8,0.2,0.5,0.8,0.4,80,50,73.599995,110.399982,1,1020,0
processors\LL\set20\n_prc_6.py,processors,LL,20,n_prc,6,1.0,165.600014,6,12,8,0.2,0.5,1.2,0.6,80,50,110.40001,165.600014,1,1020,0
processors\LL\set20\n_prc_8.py,processors,LL,20,n_prc,8,1.0,220.800009,8,12,8,0.2,0.5,1.6,0.8,80,50,147.2,220.800009,1,1020,0
processors\LL\set21\n_prc_1.py,processors,LL,21,n_prc,1,1.0,27.599983,1,12,8,0.2,0.5,0.2,0.1,80,49,18.399999,27.599983,1,1021,0
processors\LL\set21\n_prc_2.py,processors,LL,21,n_prc,2,1.0,55.200008,2,12,8,0.2,0.5,0.4,0.2,80,49,36.800006,55.200008,1,1021,0
processors\LL\set21\n_prc_3.py,processors,LL,21,n_prc,3,1.0,82.800008,3,12,8,0.2,0.5,0.6,0.3,80,49,55.200002,82.800008,1,1021,0
processors\LL\set21\n_prc_4.py,processors,LL,21,n_prc,4,1.0,110.400018,4,12,8,0.2,0.5,0.8,0.4,80,49,73.600005,110.400018,1,1021,0
processors\LL\set21\n_prc_6.py,processors,LL,21,n_prc,6,1.0,165.599999,6,12,8,0.2,0.5,1.2,0.6,80,49,110.399992,165.599999,1,1021,0
processors\LL\set21\n_prc_8.py,processors,LL,21,n_prc,8,1.0,220.799976,8,12,8,0.2,0.5,1.6,0.8,80,49,147.199995,220.799976,1,1021,0
processors\LL\set22\n_prc_1.py,processors,LL,22,n_prc,1,1.0,27.599997,1,12,8,0.2,0.5,0.2,0.1,80,42,18.4,27.599997,1,1022,0
processors\LL\set22\n_prc_2.py,processors,LL,22,n_prc,2,1.0,55.199992,2,12,8,0.2,0.5,0.4,0.2,80,42,36.799992,55.199992,1,1022,0
processors\LL\set22\n_prc_3.py,processors,LL,22,n_prc,3,1.0,82.799993,3,12,8,0.2,0.5,0.6,0.3,80,42,55.200002,82.799993,1,1022,0
processors\LL\set22\n_prc_4.py,processors,LL,22,n_prc,4,1.0,110.400009,4,12,8,0.2,0.5,0.8,0.4,80,42,73.6,110.400009,1,1022,0
processors\LL\set22\n_prc_6.py,processors,LL,22,n_prc,6,1.0,165.599994,6,12,8,0.2,0.5,1.2,0.6,80,42,110.399992,165.599994,1,1022,0
processors\LL\set22\n_prc_8.py,processors,LL,22,n_prc,8,1.0,220.800005,8,12,8,0.2,0.5,1.6,0.8,80,42,147.200006,220.800005,1,1022,0
processors\LL\set23\n_prc_1.py,processors,LL,23,n_prc,1,1.0,27.599999,1,12,8,0.2,0.5,0.2,0.1,80,48,18.400001,27.599999,1,1023,0
processors\LL\set23\n_prc_2.py,processors,LL,23,n_prc,2,1.0,55.199988,2,12,8,0.2,0.5,0.4,0.2,80,48,36.8,55.199988,1,1023,0
processors\LL\set23\n_prc_3.py,processors,LL,23,n_prc,3,1.0,82.799994,3,12,8,0.2,0.5,0.6,0.3,80,48,55.200003,82.799994,1,1023,0
processors\LL\set23\n_prc_4.py,processors,LL,23,n_prc,4,1.0,110.400008,4,12,8,0.2,0.5,0.8,0.4,80,48,73.600002,110.400008,1,1023,0
processors\LL\set23\n_prc_6.py,processors,LL,23,n_prc,6,1.0,165.600014,6,12,8,0.2,0.5,1.2,0.6,80,35,110.400002,165.600014,1,1023,0
processors\LL\set23\n_prc_8.py,processors,LL,23,n_prc,8,1.0,220.800008,8,12,8,0.2,0.5,1.6,0.8,80,35,147.199995,220.800008,1,1023,0
processors\LL\set24\n_prc_1.py,processors,LL,24,n_prc,1,1.0,27.599998,1,12,8,0.2,0.5,0.2,0.1,80,43,18.400002,27.599998,1,1024,0
processors\LL\set24\n_prc_2.py,processors,LL,24,n_prc,2,1.0,55.200005,2,12,8,0.2,0.5,0.4,0.2,80,43,36.799998,55.200005,1,1024,0
processors\LL\set24\n_prc_3.py,processors,LL,24,n_prc,3,1.0,82.799994,3,12,8,0.2,0.5,0.6,0.3,80,43,55.199997,82.799994,1,1024,0
processors\LL\set24\n_prc_4.py,processors,LL,24,n_prc,4,1.0,110.400005,4,12,8,0.2,0.5,0.8,0.4,80,43,73.600005,110.400005,1,1024,0
processors\LL\set24\n_prc_6.py,processors,LL,24,n_prc,6,1.0,165.600017,6,12,8,0.2,0.5,1.2,0.6,80,43,110.400002,165.600017,1,1024,0
processors\LL\set24\n_prc_8.py,processors,LL,24,n_prc,8,1.0,220.799986,8,12,8,0.2,0.5,1.6,0.8,80,43,147.199997,220.799986,1,1024,0
processors\LL\set25\n_prc_1.py,processors,LL,25,n_prc,1,1.0,27.599987,1,12,8,0.2,0.5,0.2,0.1,80,57,18.399991,27.599987,1,1025,0
processors\LL\set25\n_prc_2.py,processors,LL,25,n_prc,2,1.0,55.2,2,12,8,0.2,0.5,0.4,0.2,80,57,36.800005,55.2,1,1025,0
processors\LL\set25\n_prc_3.py,processors,LL,25,n_prc,3,1.0,82.799992,3,12,8,0.2,0.5,0.6,0.3,80,57,55.199993,82.799992,1,1025,0
processors\LL\set25\n_prc_4.py,processors,LL,25,n_prc,4,1.0,110.399978,4,12,8,0.2,0.5,0.8,0.4,80,57,73.599998,110.399978,1,1025,0
processors\LL\set25\n_prc_6.py,processors,LL,25,n_prc,6,1.0,165.59999,6,12,8,0.2,0.5,1.2,0.6,80,57,110.400005,165.59999,1,1025,0
processors\LL\set25\n_prc_8.py,processors,LL,25,n_prc,8,1.0,220.800029,8,12,8,0.2,0.5,1.6,0.8,80,57,147.200009,220.800029,1,1025,0
processors\LL\set26\n_prc_1.py,processors,LL,26,n_prc,1,1.0,27.600028,1,12,8,0.2,0.5,0.2,0.1,80,44,18.400013,27.600028,1,1026,0
processors\LL\set26\n_prc_2.py,processors,LL,26,n_prc,2,1.0,55.199994,2,12,8,0.2,0.5,0.4,0.2,80,44,36.8,55.199994,1,1026,0
processors\LL\set26\n_prc_3.py,processors,LL,26,n_prc,3,1.0,82.799994,3,12,8,0.2,0.5,0.6,0.3,80,44,55.199998,82.799994,1,1026,0
processors\LL\set26\n_prc_4.py,processors,LL,26,n_prc,4,1.0,110.39999,4,12,8,0.2,0.5,0.8,0.4,80,44,73.599994,110.39999,1,1026,0
processors\LL\set26\n_prc_6.py,processors,LL,26,n_prc,6,1.0,165.600002,6,12,8,0.2,0.5,1.2,0.6,80,44,110.400001,165.600002,1,1026,0
processors\LL\set26\n_prc_8.py,processors,LL,26,n_prc,8,1.0,220.800013,8,12,8,0.2,0.5,1.6,0.8,80,44,147.2,220.800013,1,1026,0
