file,sweep,set,factor,value,n_prc,n_tsk,n_frq,u_mand_factor,u_opt_factor,rho,xi,U_M,U_O,B,H,J,e_mand_fmax,e_full_fmax,e_mand_min,feasible,donate_ok,seed,redraws
u_mand_factor\set02\u_mand_factor_0.7.py,u_mand_factor,2,u_mand_factor,0.7,2,8,5,0.7,0.5,0.7,0.6,1.4,0.3,109.48001,80,30,128.799998,156.400014,59.919999,1,1,1002,0
u_mand_factor\set02\u_mand_factor_0.8.py,u_mand_factor,2,u_mand_factor,0.8,2,8,5,0.8,0.5,0.7,0.6,1.6,0.2,115.920013,80,30,147.199999,165.600018,68.479999,1,1,1002,0
u_mand_factor\set02\u_mand_factor_0.9.py,u_mand_factor,2,u_mand_factor,0.9,2,8,5,0.9,0.5,0.7,0.6,1.8,0.1,122.359999,80,30,165.600003,174.799999,77.040002,1,1,1002,0
u_mand_factor\set03\u_mand_factor_0.1.py,u_mand_factor,3,u_mand_factor,0.1,2,8,5,0.1,0.5,0.7,0.6,0.2,0.9,70.839997,80,27,18.399999,101.199995,8.573333,1,0,1003,0
u_mand_factor\set03\u_mand_factor_0.2.py,u_mand_factor,3,u_mand_factor,0.2,2,8,5,0.2,0.5,0.7,0.6,0.4,0.8,77.279998,80,27,36.799992,110.399997,17.146663,1,0,1003,0
u_mand_factor\set03\u_mand_factor_0.3.py,u_mand_factor,3,u_mand_factor,0.3,2,8,5,0.3,0.5,0.7,0.6,0.6,0.7,83.72,80,27,55.199999,119.6,25.719999,1,1,1003,0
u_mand_factor\set03\u_mand_factor_0.4.py,u_mand_factor,3,u_mand_factor,0.4,2,8,5,0.4,0.5,0.7,0.6,0.8,0.6,90.160009,80,27,73.600006,128.800013,34.293336,1,1,1003,0
u_mand_factor\set03\u_mand_factor_0.5.py,u_mand_factor,3,u_mand_factor,0.5,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.6,80,27,92.000005,138.0,42.866669,1,1,1003,0
u_mand_factor\set03\u_mand_factor_0.6.py,u_mand_factor,3,u_mand_factor,0.6,2,8,5,0.6,0.5,0.7,0.6,1.2,0.4,103.039998,80,27,110.399999,147.199998,51.439999,1,1,1003,0
u_mand_factor\set03\u_mand_factor_0.7.py,u_mand_factor,3,u_mand_factor,0.7,2,8,5,0.7,0.5,0.7,0.6,1.4,0.3,109.480005,80,27,128.799997,156.400007,60.013332,1,1,1003,0
u_mand_factor\set03\u_mand_factor_0.8.py,u_mand_factor,3,u_mand_factor,0.8,2,8,5,0.8,0.5,0.7,0.6,1.6,0.2,115.919992,80,27,147.199999,165.599988,68.586666,1,1,1003,0
u_mand_factor\set03\u_mand_factor_0.9.py,u_mand_factor,3,u_mand_factor,0.9,2,8,5,0.9,0.5,0.7,0.6,1.8,0.1,122.360006,80,27,165.599995,174.800009,77.159998,1,1,1003,0
u_mand_factor\set04\u_mand_factor_0.1.py,u_mand_factor,4,u_mand_factor,0.1,2,8,5,0.1,0.5,0.7,0.6,0.2,0.9,70.840009,80,33,18.400001,101.200013,8.817143,1,0,1004,0
u_mand_factor\set04\u_mand_factor_0.2.py,u_mand_factor,4,u_mand_factor,0.2,2,8,5,0.2,0.5,0.7,0.6,0.4,0.8,77.280002,80,33,36.799998,110.400003,17.634285,1,0,1004,0
u_mand_factor\set04\u_mand_factor_0.3.py,u_mand_factor,4,u_mand_factor,0.3,2,8,5,0.3,0.5,0.7,0.6,0.6,0.7,83.719986,80,33,55.199995,119.59998,26.451426,1,1,1004,0
u_mand_factor\set04\u_mand_factor_0.4.py,u_mand_factor,4,u_mand_factor,0.4,2,8,5,0.4,0.5,0.7,0.6,0.8,0.6,90.159994,80,33,73.600001,128.799992,35.268572,1,1,1004,0
u_mand_factor\set04\u_mand_factor_0.5.py,u_mand_factor,4,u_mand_factor,0.5,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.6,80,33,92.000002,138.0,44.085715,1,1,1004,0
u_mand_factor\set04\u_mand_factor_0.6.py,u_mand_factor,4,u_mand_factor,0.6,2,8,5,0.6,0.5,0.7,0.6,1.2,0.4,103.039987,80,33,110.399999,147.199982,52.902857,1,1,1004,0
u_mand_factor\set04\u_mand_factor_0.7.py,u_mand_factor,4,u_mand_factor,0.7,2,8,5,0.7,0.5,0.7,0.6,1.4,0.3,109.480002,80,33,128.799995,156.400003,61.719998,1,1,1004,0
u_mand_factor\set04\u_mand_factor_0.8.py,u_mand_factor,4,u_mand_factor,0.8,2,8,5,0.8,0.5,0.7,0.6,1.6,0.2,115.920007,80,33,147.200001,165.60001,70.537143,1,1,1004,0
u_mand_factor\set04\u_mand_factor_0.9.py,u_mand_factor,4,u_mand_factor,0.9,2,8,5,0.9,0.5,0.7,0.6,1.8,0.1,122.360001,80,33,165.599997,174.800001,79.354284,1,1,1004,0
u_mand_factor\set05\u_mand_factor_0.1.py,u_mand_factor,5,u_mand_factor,0.1,2,8,5,0.1,0.5,0.7,0.6,0.2,0.9,70.840005,80,30,18.399999,101.200007,9.759999,1,0,1005,0
u_mand_factor\set05\u_mand_factor_0.2.py,u_mand_factor,5,u_mand_factor,0.2,2,8,5,0.2,0.5,0.7,0.6,0.4,0.8,77.279998,80,30,36.800003,110.399998,19.520002,1,0,1005,0
u_mand_factor\set05\u_mand_factor_0.3.py,u_mand_factor,5,u_mand_factor,0.3,2,8,5,0.3,0.5,0.7,0.6,0.6,0.7,83.720002,80,30,55.200002,119.600002,29.280001,1,1,1005,0
u_mand_factor\set05\u_mand_factor_0.4.py,u_mand_factor,5,u_mand_factor,0.4,2,8,5,0.4,0.5,0.7,0.6,0.8,0.6,90.159999,80,30,73.600001,128.799999,39.040001,1,1,1005,0
u_mand_factor\set05\u_mand_factor_0.5.py,u_mand_factor,5,u_mand_factor,0.5,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600003,80,30,92.000001,138.000005,48.800001,1,1,1005,0
u_mand_factor\set05\u_mand_factor_0.6.py,u_mand_factor,5,u_mand_factor,0.6,2,8,5,0.6,0.5,0.7,0.6,1.2,0.4,103.040006,80,30,110.400003,147.200008,58.560002,1,1,1005,0
u_mand_factor\set05\u_mand_factor_0.7.py,u_mand_factor,5,u_mand_factor,0.7,2,8,5,0.7,0.5,0.7,0.6,1.4,0.3,109.480007,80,30,128.800003,156.40001,68.320002,1,1,1005,0
u_mand_factor\set05\u_mand_factor_0.8.py,u_mand_factor,5,u_mand_factor,0.8,2,8,5,0.8,0.5,0.7,0.6,1.6,0.2,115.919994,80,30,147.200003,165.599992,78.080002,1,1,1005,0
u_mand_factor\set05\u_mand_factor_0.9.py,u_mand_factor,5,u_mand_factor,0.9,2,8,5,0.9,0.5,0.7,0.6,1.8,0.1,122.360006,80,30,165.599994,174.800008,87.839997,1,1,1005,0
u_mand_factor\set06\u_mand_factor_0.1.py,u_mand_factor,6,u_mand_factor,0.1,2,8,5,0.1,0.5,0.7,0.6,0.2,0.9,70.839994,80,31,18.400002,101.199992,8.573334,1,0,1006,0
u_mand_factor\set06\u_mand_factor_0.2.py,u_mand_factor,6,u_mand_factor,0.2,2,8,5,0.2,0.5,0.7,0.6,0.4,0.8,77.279997,80,31,36.799997,110.399995,17.146665,1,0,1006,0
u_mand_factor\set06\u_mand_factor_0.3.py,u_mand_factor,6,u_mand_factor,0.3,2,8,5,0.3,0.5,0.7,0.6,0.6,0.7,83.719998,80,31,55.200001,119.599998,25.720001,1,1,1006,0
u_mand_factor\set06\u_mand_factor_0.4.py,u_mand_factor,6,u_mand_factor,0.4,2,8,5,0.4,0.5,0.7,0.6,0.8,0.6,90.160003,80,31,73.600005,128.800005,34.293335,1,1,1006,0
u_mand_factor\set06\u_mand_factor_0.5.py,u_mand_factor,6,u_mand_factor,0.5,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599995,80,31,91.999998,137.999993,42.866666,1,1,1006,0
u_mand_factor\set06\u_mand_factor_0.6.py,u_mand_factor,6,u_mand_factor,0.6,2,8,5,0.6,0.5,0.7,0.6,1.2,0.4,103.040011,80,31,110.400007,147.200016,51.440003,1,1,1006,0
u_mand_factor\set06\u_mand_factor_0.7.py,u_mand_factor,6,u_mand_factor,0.7,2,8,5,0.7,0.5,0.7,0.6,1.4,0.3,109.479992,80,31,128.799995,156.399988,60.013331,1,1,1006,0
u_mand_factor\set06\u_mand_factor_0.8.py,u_mand_factor,6,u_mand_factor,0.8,2,8,5,0.8,0.5,0.7,0.6,1.6,0.2,115.920002,80,31,147.2,165.600002,68.586667,1,1,1006,0
u_mand_factor\set06\u_mand_factor_0.9.py,u_mand_factor,6,u_mand_factor,0.9,2,8,5,0.9,0.5,0.7,0.6,1.8,0.1,122.359997,80,31,165.600005,174.799995,77.160002,1,1,1006,0
u_mand_factor\set07\u_mand_factor_0.1.py,u_mand_factor,7,u_mand_factor,0.1,2,8,5,0.1,0.5,0.7,0.6,0.2,0.9,70.840007,80,35,18.399995,101.20001,8.559998,1,0,1007,0
u_mand_factor\set07\u_mand_factor_0.2.py,u_mand_factor,7,u_mand_factor,0.2,2,8,5,0.2,0.5,0.7,0.6,0.4,0.8,77.280008,80,35,36.800007,110.400011,17.120003,1,0,1007,0
u_mand_factor\set07\u_mand_factor_0.3.py,u_mand_factor,7,u_mand_factor,0.3,2,8,5,0.3,0.5,0.7,0.6,0.6,0.7,83.719991,80,35,55.199994,119.599987,25.679997,1,1,1007,0
u_mand_factor\set07\u_mand_factor_0.4.py,u_mand_factor,7,u_mand_factor,0.4,2,8,5,0.4,0.5,0.7,0.6,0.8,0.6,90.159998,80,35,73.599999,128.799998,34.239999,1,1,1007,0
u_mand_factor\set07\u_mand_factor_0.5.py,u_mand_factor,7,u_mand_factor,0.5,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.6,80,35,91.999999,138.0,42.799999,1,1,1007,0
u_mand_factor\set07\u_mand_factor_0.6.py,u_mand_factor,7,u_mand_factor,0.6,2,8,5,0.6,0.5,0.7,0.6,1.2,0.4,103.039999,80,35,110.400006,147.199999,51.360003,1,1,1007,0
u_mand_factor\set07\u_mand_factor_0.7.py,u_mand_factor,7,u_mand_factor,0.7,2,8,5,0.7,0.5,0.7,0.6,1.4,0.3,109.479994,80,35,128.800001,156.399992,59.920001,1,1,1007,0
u_mand_factor\set07\u_mand_factor_0.8.py,u_mand_factor,7,u_mand_factor,0.8,2,8,5,0.8,0.5,0.7,0.6,1.6,0.2,115.920008,80,35,147.200001,165.600011,68.480001,1,1,1007,0
u_mand_factor\set07\u_mand_factor_0.9.py,u_mand_factor,7,u_mand_factor,0.9,2,8,5,0.9,0.5,0.7,0.6,1.8,0.1,122.359981,80,35,165.599991,174.799974,77.039996,1,1,1007,0
u_mand_factor\set08\u_mand_factor_0.1.py,u_mand_factor,8,u_mand_factor,0.1,2,8,5,0.1,0.5,0.7,0.6,0.2,0.9,70.839995,80,37,18.399991,101.199993,8.817138,1,0,1008,0
u_mand_factor\set08\u_mand_factor_0.2.py,u_mand_factor,8,u_mand_factor,0.2,2,8,5,0.2,0.5,0.7,0.6,0.4,0.8,77.280005,80,37,36.800006,110.400007,17.634288,1,0,1008,0
u_mand_factor\set08\u_mand_factor_0.3.py,u_mand_factor,8,u_mand_factor,0.3,2,8,5,0.3,0.5,0.7,0.6,0.6,0.7,83.720005,80,37,55.199997,119.600007,26.451427,1,1,1008,0
u_mand_factor\set08\u_mand_factor_0.4.py,u_mand_factor,8,u_mand_factor,0.4,2,8,5,0.4,0.5,0.7,0.6,0.8,0.6,90.160011,80,37,73.600002,128.800016,35.268573,1,1,1008,0
u_mand_factor\set08\u_mand_factor_0.5.py,u_mand_factor,8,u_mand_factor,0.5,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600002,80,37,91.999995,138.000003,44.085712,1,1,1008,0
u_mand_factor\set08\u_mand_factor_0.6.py,u_mand_factor,8,u_mand_factor,0.6,2,8,5,0.6,0.5,0.7,0.6,1.2,0.4,103.040002,80,37,110.400006,147.200003,52.90286,1,1,1008,0
u_mand_factor\set08\u_mand_factor_0.7.py,u_mand_factor,8,u_mand_factor,0.7,2,8,5,0.7,0.5,0.7,0.6,1.4,0.3,109.479995,80,37,128.799997,156.399993,61.719998,1,1,1008,0
u_mand_factor\set08\u_mand_factor_0.8.py,u_mand_factor,8,u_mand_factor,0.8,2,8,5,0.8,0.5,0.7,0.6,1.6,0.2,115.920002,80,37,147.200001,165.600003,70.537143,1,1,1008,0
u_mand_factor\set08\u_mand_factor_0.9.py,u_mand_factor,8,u_mand_factor,0.9,2,8,5,0.9,0.5,0.7,0.6,1.8,0.1,122.359999,80,37,165.600002,174.799999,79.354287,1,1,1008,0
u_mand_factor\set09\u_mand_factor_0.1.py,u_mand_factor,9,u_mand_factor,0.1,2,8,5,0.1,0.5,0.7,0.6,0.2,0.9,70.839998,80,29,18.399998,101.199998,8.559999,1,0,1009,0
u_mand_factor\set09\u_mand_factor_0.2.py,u_mand_factor,9,u_mand_factor,0.2,2,8,5,0.2,0.5,0.7,0.6,0.4,0.8,77.279996,80,29,36.799995,110.399994,17.119998,1,0,1009,0
u_mand_factor\set09\u_mand_factor_0.3.py,u_mand_factor,9,u_mand_factor,0.3,2,8,5,0.3,0.5,0.7,0.6,0.6,0.7,83.720003,80,29,55.200002,119.600005,25.680001,1,1,1009,0
u_mand_factor\set09\u_mand_factor_0.4.py,u_mand_factor,9,u_mand_factor,0.4,2,8,5,0.4,0.5,0.7,0.6,0.8,0.6,90.159993,80,29,73.600006,128.79999,34.240003,1,1,1009,0
u_mand_factor\set09\u_mand_factor_0.5.py,u_mand_factor,9,u_mand_factor,0.5,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599997,80,29,91.999999,137.999995,42.799999,1,1,1009,0
u_mand_factor\set09\u_mand_factor_0.6.py,u_mand_factor,9,u_mand_factor,0.6,2,8,5,0.6,0.5,0.7,0.6,1.2,0.4,103.039995,80,29,110.399997,147.199993,51.359998,1,1,1009,0
u_mand_factor\set09\u_mand_factor_0.7.py,u_mand_factor,9,u_mand_factor,0.7,2,8,5,0.7,0.5,0.7,0.6,1.4,0.3,109.480004,80,29,128.800003,156.400006,59.920002,1,1,1009,0
u_mand_factor\set09\u_mand_factor_0.8.py,u_mand_factor,9,u_mand_factor,0.8,2,8,5,0.8,0.5,0.7,0.6,1.6,0.2,115.919995,80,29,147.199999,165.599993,68.479999,1,1,1009,0
u_mand_factor\set09\u_mand_factor_0.9.py,u_mand_factor,9,u_mand_factor,0.9,2,8,5,0.9,0.5,0.7,0.6,1.8,0.1,122.360003,80,29,165.599999,174.800005,77.039999,1,1,1009,0
u_mand_factor\set10\u_mand_factor_0.1.py,u_mand_factor,10,u_mand_factor,0.1,2,8,5,0.1,0.5,0.7,0.6,0.2,0.9,70.840004,80,25,18.4,101.200006,8.573333,1,0,1010,0
u_mand_factor\set10\u_mand_factor_0.2.py,u_mand_factor,10,u_mand_factor,0.2,2,8,5,0.2,0.5,0.7,0.6,0.4,0.8,77.279996,80,25,36.799995,110.399994,17.146665,1,0,1010,0
u_mand_factor\set10\u_mand_factor_0.3.py,u_mand_factor,10,u_mand_factor,0.3,2,8,5,0.3,0.5,0.7,0.6,0.6,0.7,83.720001,80,25,55.199995,119.600001,25.719998,1,1,1010,0
u_mand_factor\set10\u_mand_factor_0.4.py,u_mand_factor,10,u_mand_factor,0.4,2,8,5,0.4,0.5,0.7,0.6,0.8,0.6,90.160003,80,25,73.600003,128.800005,34.293335,1,1,1010,0
u_mand_factor\set10\u_mand_factor_0.5.py,u_mand_factor,10,u_mand_factor,0.5,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600004,80,25,92.0,138.000006,42.866667,1,1,1010,0
u_mand_factor\set10\u_mand_factor_0.6.py,u_mand_factor,10,u_mand_factor,0.6,2,8,5,0.6,0.5,0.7,0.6,1.2,0.4,103.039997,80,25,110.399994,147.199995,51.439997,1,1,1010,0
u_mand_factor\set10\u_mand_factor_0.7.py,u_mand_factor,10,u_mand_factor,0.7,2,8,5,0.7,0.5,0.7,0.6,1.4,0.3,109.479996,80,25,128.799997,156.399994,60.013332,1,1,1010,0
u_mand_factor\set10\u_mand_factor_0.8.py,u_mand_factor,10,u_mand_factor,0.8,2,8,5,0.8,0.5,0.7,0.6,1.6,0.2,115.919998,80,25,147.199995,165.599997,68.586665,1,1,1010,0
u_mand_factor\set10\u_mand_factor_0.9.py,u_mand_factor,10,u_mand_factor,0.9,2,8,5,0.9,0.5,0.7,0.6,1.8,0.1,122.360002,80,25,165.599998,174.800002,77.159999,1,1,1010,0
u_mand_factor\set11\u_mand_factor_0.1.py,u_mand_factor,11,u_mand_factor,0.1,2,8,5,0.1,0.5,0.7,0.6,0.2,0.9,70.840006,80,23,18.400002,101.200008,8.560001,1,0,1011,0
u_mand_factor\set11\u_mand_factor_0.2.py,u_mand_factor,11,u_mand_factor,0.2,2,8,5,0.2,0.5,0.7,0.6,0.4,0.8,77.279998,80,23,36.799998,110.399997,17.119999,1,0,1011,0
u_mand_factor\set11\u_mand_factor_0.3.py,u_mand_factor,11,u_mand_factor,0.3,2,8,5,0.3,0.5,0.7,0.6,0.6,0.7,83.719998,80,23,55.200001,119.599997,25.680001,1,1,1011,0
u_mand_factor\set11\u_mand_factor_0.4.py,u_mand_factor,11,u_mand_factor,0.4,2,8,5,0.4,0.5,0.7,0.6,0.8,0.6,90.160004,80,23,73.600003,128.800006,34.240002,1,1,1011,0
u_mand_factor\set11\u_mand_factor_0.5.py,u_mand_factor,11,u_mand_factor,0.5,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599995,80,23,91.999994,137.999993,42.799997,1,1,1011,0
u_mand_factor\set11\u_mand_factor_0.6.py,u_mand_factor,11,u_mand_factor,0.6,2,8,5,0.6,0.5,0.7,0.6,1.2,0.4,103.040002,80,23,110.399999,147.200002,51.359999,1,1,1011,0
u_mand_factor\set11\u_mand_factor_0.7.py,u_mand_factor,11,u_mand_factor,0.7,2,8,5,0.7,0.5,0.7,0.6,1.4,0.3,109.479997,80,23,128.800001,156.399995,59.920001,1,1,1011,0
u_mand_factor\set11\u_mand_factor_0.8.py,u_mand_factor,11,u_mand_factor,0.8,2,8,5,0.8,0.5,0.7,0.6,1.6,0.2,115.920004,80,23,147.199999,165.600006,68.479999,1,1,1011,0
u_mand_factor\set11\u_mand_factor_0.9.py,u_mand_factor,11,u_mand_factor,0.9,2,8,5,0.9,0.5,0.7,0.6,1.8,0.1,122.360001,80,23,165.6,174.800001,77.04,1,1,1011,0
u_mand_factor\set12\u_mand_factor_0.1.py,u_mand_factor,12,u_mand_factor,0.1,2,8,5,0.1,0.5,0.7,0.6,0.2,0.9,70.840005,80,24,18.399999,101.200007,8.559999,1,0,1012,0
u_mand_factor\set12\u_mand_factor_0.2.py,u_mand_factor,12,u_mand_factor,0.2,2,8,5,0.2,0.5,0.7,0.6,0.4,0.8,77.280002,80,24,36.799999,110.400002,17.119999,1,0,1012,0
u_mand_factor\set12\u_mand_factor_0.3.py,u_mand_factor,12,u_mand_factor,0.3,2,8,5,0.3,0.5,0.7,0.6,0.6,0.7,83.72,80,24,55.199999,119.6,25.679999,1,1,1012,0
u_mand_factor\set12\u_mand_factor_0.4.py,u_mand_factor,12,u_mand_factor,0.4,2,8,5,0.4,0.5,0.7,0.6,0.8,0.6,90.159996,80,24,73.600002,128.799994,34.240001,1,1,1012,0
u_mand_factor\set12\u_mand_factor_0.5.py,u_mand_factor,12,u_mand_factor,0.5,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600005,80,24,91.999998,138.000007,42.799999,1,1,1012,0
u_mand_factor\set12\u_mand_factor_0.6.py,u_mand_factor,12,u_mand_factor,0.6,2,8,5,0.6,0.5,0.7,0.6,1.2,0.4,103.040002,80,24,110.400001,147.200003,51.360001,1,1,1012,0
u_mand_factor\set12\u_mand_factor_0.7.py,u_mand_factor,12,u_mand_factor,0.7,2,8,5,0.7,0.5,0.7,0.6,1.4,0.3,109.480005,80,24,128.8,156.400007,59.92,1,1,1012,0
u_mand_factor\set12\u_mand_factor_0.8.py,u_mand_factor,12,u_mand_factor,0.8,2,8,5,0.8,0.5,0.7,0.6,1.6,0.2,115.920005,80,24,147.200003,165.600007,68.480002,1,1,1012,0
u_mand_factor\set12\u_mand_factor_0.9.py,u_mand_factor,12,u_mand_factor,0.9,2,8,5,0.9,0.5,0.7,0.6,1.8,0.1,122.359994,80,24,165.599998,174.799992,77.039999,1,1,1012,0
u_mand_factor\set13\u_mand_factor_0.1.py,u_mand_factor,13,u_mand_factor,0.1,2,8,5,0.1,0.5,0.7,0.6,0.2,0.9,70.839988,80,29,18.399998,101.199983,8.559999,1,0,1013,0
u_mand_factor\set13\u_mand_factor_0.2.py,u_mand_factor,13,u_mand_factor,0.2,2,8,5,0.2,0.5,0.7,0.6,0.4,0.8,77.28001,80,29,36.800006,110.400015,17.120003,1,0,1013,0
u_mand_factor\set13\u_mand_factor_0.3.py,u_mand_factor,13,u_mand_factor,0.3,2,8,5,0.3,0.5,0.7,0.6,0.6,0.7,83.72,80,29,55.199994,119.6,25.679997,1,1,1013,0
u_mand_factor\set13\u_mand_factor_0.4.py,u_mand_factor,13,u_mand_factor,0.4,2,8,5,0.4,0.5,0.7,0.6,0.8,0.6,90.159998,80,29,73.6,128.799997,34.24,1,1,1013,0
u_mand_factor\set13\u_mand_factor_0.5.py,u_mand_factor,13,u_mand_factor,0.5,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600001,80,29,91.999998,138.000001,42.799999,1,1,1013,0
u_mand_factor\set13\u_mand_factor_0.6.py,u_mand_factor,13,u_mand_factor,0.6,2,8,5,0.6,0.5,0.7,0.6,1.2,0.4,103.039998,80,29,110.400001,147.199997,51.360001,1,1,1013,0
u_mand_factor\set13\u_mand_factor_0.7.py,u_mand_factor,13,u_mand_factor,0.7,2,8,5,0.7,0.5,0.7,0.6,1.4,0.3,109.479994,80,29,128.800001,156.399991,59.920001,1,1,1013,0
u_mand_factor\set13\u_mand_factor_0.8.py,u_mand_factor,13,u_mand_factor,0.8,2,8,5,0.8,0.5,0.7,0.6,1.6,0.2,115.920003,80,29,147.199999,165.600005,68.479999,1,1,1013,0
