file,sweep,set,factor,value,n_prc,n_tsk,n_frq,u_mand_factor,u_opt_factor,rho,xi,U_M,U_O,B,H,J,e_mand_fmax,e_full_fmax,e_mand_min,feasible,donate_ok,seed,redraws
u_mand_factor\set02\u_mand_factor_0.7.py,u_mand_factor,2,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740002,40,11,64.4,78.200002,29.96,1,1,1002,0
u_mand_factor\set02\u_mand_factor_0.8.py,u_mand_factor,2,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.959997,40,11,73.6,82.799995,34.24,1,1,1002,0
u_mand_factor\set02\u_mand_factor_0.9.py,u_mand_factor,2,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180002,40,13,82.8,87.400003,38.58,1,1,1002,2
u_mand_factor\set03\u_mand_factor_0.1.py,u_mand_factor,3,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.420002,40,10,9.200001,50.600003,4.286667,1,0,1003,0
u_mand_factor\set03\u_mand_factor_0.2.py,u_mand_factor,3,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.640002,40,10,18.399999,55.200003,8.573333,1,0,1003,0
u_mand_factor\set03\u_mand_factor_0.3.py,u_mand_factor,3,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860002,40,10,27.6,59.800002,12.86,1,1,1003,0
u_mand_factor\set03\u_mand_factor_0.4.py,u_mand_factor,3,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.08,40,10,36.799999,64.4,17.146666,1,1,1003,0
u_mand_factor\set03\u_mand_factor_0.5.py,u_mand_factor,3,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1003,0
u_mand_factor\set03\u_mand_factor_0.6.py,u_mand_factor,3,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.519998,40,10,55.199998,73.599998,25.719999,1,1,1003,0
u_mand_factor\set03\u_mand_factor_0.7.py,u_mand_factor,3,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.739998,40,10,64.399999,78.199998,30.006666,1,1,1003,0
u_mand_factor\set03\u_mand_factor_0.8.py,u_mand_factor,3,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.959998,40,10,73.599998,82.799997,34.293332,1,1,1003,0
u_mand_factor\set03\u_mand_factor_0.9.py,u_mand_factor,3,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.179998,40,10,82.799998,87.399998,38.579999,1,1,1003,0
u_mand_factor\set04\u_mand_factor_0.1.py,u_mand_factor,4,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.420002,40,13,9.200002,50.600003,4.408573,1,0,1004,0
u_mand_factor\set04\u_mand_factor_0.2.py,u_mand_factor,4,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.640001,40,13,18.399999,55.200001,8.817142,1,0,1004,0
u_mand_factor\set04\u_mand_factor_0.3.py,u_mand_factor,4,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860002,40,13,27.600003,59.800003,13.225716,1,1,1004,0
u_mand_factor\set04\u_mand_factor_0.4.py,u_mand_factor,4,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.080002,40,13,36.800002,64.400003,17.634287,1,1,1004,0
u_mand_factor\set04\u_mand_factor_0.5.py,u_mand_factor,4,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,13,46.000002,69.000003,22.042858,1,1,1004,0
u_mand_factor\set04\u_mand_factor_0.6.py,u_mand_factor,4,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520002,40,13,55.199999,73.600003,26.451428,1,1,1004,0
u_mand_factor\set04\u_mand_factor_0.7.py,u_mand_factor,4,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740001,40,13,64.400001,78.200001,30.860001,1,1,1004,0
u_mand_factor\set04\u_mand_factor_0.8.py,u_mand_factor,4,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.960002,40,13,73.600002,82.800003,35.268573,1,1,1004,0
u_mand_factor\set04\u_mand_factor_0.9.py,u_mand_factor,4,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180002,40,13,82.800003,87.400002,39.677145,1,1,1004,0
u_mand_factor\set05\u_mand_factor_0.1.py,u_mand_factor,5,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.420001,40,10,9.199999,50.600001,4.879999,1,0,1005,0
u_mand_factor\set05\u_mand_factor_0.2.py,u_mand_factor,5,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.640002,40,10,18.400002,55.200003,9.760001,1,0,1005,0
u_mand_factor\set05\u_mand_factor_0.3.py,u_mand_factor,5,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859997,40,10,27.6,59.799995,14.64,1,1,1005,0
u_mand_factor\set05\u_mand_factor_0.4.py,u_mand_factor,5,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.08,40,10,36.800001,64.4,19.520001,1,1,1005,0
u_mand_factor\set05\u_mand_factor_0.5.py,u_mand_factor,5,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,10,46.0,68.999999,24.4,1,1,1005,0
u_mand_factor\set05\u_mand_factor_0.6.py,u_mand_factor,5,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520004,40,10,55.200003,73.600006,29.280002,1,1,1005,0
u_mand_factor\set05\u_mand_factor_0.7.py,u_mand_factor,5,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740002,40,10,64.400001,78.200003,34.160001,1,1,1005,0
u_mand_factor\set05\u_mand_factor_0.8.py,u_mand_factor,5,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.959998,40,10,73.599998,82.799997,39.039999,1,1,1005,0
u_mand_factor\set05\u_mand_factor_0.9.py,u_mand_factor,5,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.179998,40,10,82.8,87.399997,43.92,1,1,1005,0
u_mand_factor\set06\u_mand_factor_0.1.py,u_mand_factor,6,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419999,40,10,9.2,50.599999,4.286667,1,0,1006,0
u_mand_factor\set06\u_mand_factor_0.2.py,u_mand_factor,6,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639998,40,10,18.399998,55.199998,8.573332,1,0,1006,0
u_mand_factor\set06\u_mand_factor_0.3.py,u_mand_factor,6,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860003,40,10,27.600003,59.800005,12.860002,1,1,1006,0
u_mand_factor\set06\u_mand_factor_0.4.py,u_mand_factor,6,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.08,40,10,36.8,64.4,17.146667,1,1,1006,0
u_mand_factor\set06\u_mand_factor_0.5.py,u_mand_factor,6,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,10,46.000002,69.000002,21.433334,1,1,1006,0
u_mand_factor\set06\u_mand_factor_0.6.py,u_mand_factor,6,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.519997,40,10,55.199998,73.599995,25.719999,1,1,1006,0
u_mand_factor\set06\u_mand_factor_0.7.py,u_mand_factor,6,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740001,40,10,64.399999,78.200001,30.006666,1,1,1006,0
u_mand_factor\set06\u_mand_factor_0.8.py,u_mand_factor,6,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.960002,40,10,73.600002,82.800002,34.293334,1,1,1006,0
u_mand_factor\set06\u_mand_factor_0.9.py,u_mand_factor,6,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180002,40,10,82.800001,87.400003,38.580001,1,1,1006,0
u_mand_factor\set07\u_mand_factor_0.1.py,u_mand_factor,7,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419998,40,9,9.2,50.599998,4.28,1,0,1007,0
u_mand_factor\set07\u_mand_factor_0.2.py,u_mand_factor,7,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.64,40,9,18.400001,55.2,8.560001,1,0,1007,0
u_mand_factor\set07\u_mand_factor_0.3.py,u_mand_factor,7,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860002,40,9,27.600003,59.800003,12.840002,1,1,1007,0
u_mand_factor\set07\u_mand_factor_0.4.py,u_mand_factor,7,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.079998,40,9,36.799999,64.399998,17.119999,1,1,1007,0
u_mand_factor\set07\u_mand_factor_0.5.py,u_mand_factor,7,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,9,45.999999,68.999997,21.399999,1,1,1007,0
u_mand_factor\set07\u_mand_factor_0.6.py,u_mand_factor,7,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.519999,40,9,55.2,73.599999,25.68,1,1,1007,0
u_mand_factor\set07\u_mand_factor_0.7.py,u_mand_factor,7,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.739998,40,9,64.400001,78.199998,29.960001,1,1,1007,0
u_mand_factor\set07\u_mand_factor_0.8.py,u_mand_factor,7,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.960001,40,9,73.600001,82.800001,34.240001,1,1,1007,0
u_mand_factor\set07\u_mand_factor_0.9.py,u_mand_factor,7,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.18,40,9,82.799999,87.4,38.519999,1,1,1007,0
u_mand_factor\set08\u_mand_factor_0.1.py,u_mand_factor,8,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.420001,40,9,9.200002,50.600001,4.408573,1,0,1008,0
u_mand_factor\set08\u_mand_factor_0.2.py,u_mand_factor,8,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639996,40,9,18.399997,55.199994,8.817141,1,0,1008,0
u_mand_factor\set08\u_mand_factor_0.3.py,u_mand_factor,8,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859998,40,9,27.6,59.799998,13.225714,1,1,1008,0
u_mand_factor\set08\u_mand_factor_0.4.py,u_mand_factor,8,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.080002,40,9,36.800001,64.400003,17.634286,1,1,1008,0
u_mand_factor\set08\u_mand_factor_0.5.py,u_mand_factor,8,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,9,46.000002,69.0,22.042858,1,1,1008,0
u_mand_factor\set08\u_mand_factor_0.6.py,u_mand_factor,8,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.52,40,9,55.199999,73.6,26.451428,1,1,1008,0
u_mand_factor\set08\u_mand_factor_0.7.py,u_mand_factor,8,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.739999,40,9,64.399999,78.199999,30.859999,1,1,1008,0
u_mand_factor\set08\u_mand_factor_0.8.py,u_mand_factor,8,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.96,40,9,73.600002,82.8,35.268573,1,1,1008,0
u_mand_factor\set08\u_mand_factor_0.9.py,u_mand_factor,8,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.18,40,9,82.8,87.4,39.677143,1,1,1008,0
u_mand_factor\set09\u_mand_factor_0.1.py,u_mand_factor,9,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.420001,40,12,9.200001,50.600001,4.280001,1,0,1009,0
u_mand_factor\set09\u_mand_factor_0.2.py,u_mand_factor,9,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.640002,40,12,18.400002,55.200002,8.560001,1,0,1009,0
u_mand_factor\set09\u_mand_factor_0.3.py,u_mand_factor,9,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860001,40,12,27.599997,59.800001,12.839998,1,1,1009,0
u_mand_factor\set09\u_mand_factor_0.4.py,u_mand_factor,9,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.079998,40,12,36.799999,64.399998,17.119999,1,1,1009,0
u_mand_factor\set09\u_mand_factor_0.5.py,u_mand_factor,9,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299997,40,12,45.999999,68.999995,21.399999,1,1,1009,0
u_mand_factor\set09\u_mand_factor_0.6.py,u_mand_factor,9,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520009,40,12,55.200005,73.600013,25.680002,1,1,1009,0
u_mand_factor\set09\u_mand_factor_0.7.py,u_mand_factor,9,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740001,40,12,64.400001,78.200001,29.960001,1,1,1009,0
u_mand_factor\set09\u_mand_factor_0.8.py,u_mand_factor,9,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.960003,40,12,73.600001,82.800005,34.240001,1,1,1009,0
u_mand_factor\set09\u_mand_factor_0.9.py,u_mand_factor,9,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.179999,40,11,82.799999,87.399999,39.677142,1,1,1009,4
u_mand_factor\set10\u_mand_factor_0.1.py,u_mand_factor,10,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.419998,40,11,9.200001,50.599998,4.286667,1,0,1010,0
u_mand_factor\set10\u_mand_factor_0.2.py,u_mand_factor,10,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.640002,40,11,18.399998,55.200002,8.573332,1,0,1010,0
u_mand_factor\set10\u_mand_factor_0.3.py,u_mand_factor,10,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860006,40,11,27.599998,59.800008,12.859999,1,1,1010,0
u_mand_factor\set10\u_mand_factor_0.4.py,u_mand_factor,10,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.079996,40,11,36.799999,64.399994,17.146666,1,1,1010,0
u_mand_factor\set10\u_mand_factor_0.5.py,u_mand_factor,10,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299997,40,11,45.999998,68.999995,21.433332,1,1,1010,0
u_mand_factor\set10\u_mand_factor_0.6.py,u_mand_factor,10,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.519998,40,11,55.199999,73.599997,25.719999,1,1,1010,0
u_mand_factor\set10\u_mand_factor_0.7.py,u_mand_factor,10,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.739999,40,11,64.399999,78.199999,30.006666,1,1,1010,0
u_mand_factor\set10\u_mand_factor_0.8.py,u_mand_factor,10,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.959995,40,11,73.6,82.799993,34.293333,1,1,1010,0
u_mand_factor\set10\u_mand_factor_0.9.py,u_mand_factor,10,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.180001,40,12,82.799998,87.400001,39.677142,1,1,1010,1
u_mand_factor\set11\u_mand_factor_0.1.py,u_mand_factor,11,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.42,40,10,9.200002,50.6,4.280001,1,0,1011,0
u_mand_factor\set11\u_mand_factor_0.2.py,u_mand_factor,11,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639999,40,10,18.399999,55.199999,8.559999,1,0,1011,0
u_mand_factor\set11\u_mand_factor_0.3.py,u_mand_factor,11,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.859999,40,10,27.600001,59.799999,12.840001,1,1,1011,0
u_mand_factor\set11\u_mand_factor_0.4.py,u_mand_factor,11,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.080002,40,10,36.799999,64.400002,17.119999,1,1,1011,0
u_mand_factor\set11\u_mand_factor_0.5.py,u_mand_factor,11,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,10,46.000001,68.999999,21.400001,1,1,1011,0
u_mand_factor\set11\u_mand_factor_0.6.py,u_mand_factor,11,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.519998,40,10,55.199998,73.599997,25.679999,1,1,1011,0
u_mand_factor\set11\u_mand_factor_0.7.py,u_mand_factor,11,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.739998,40,10,64.4,78.199997,29.96,1,1,1011,0
u_mand_factor\set11\u_mand_factor_0.8.py,u_mand_factor,11,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.96,40,10,73.599998,82.8,34.239999,1,1,1011,0
u_mand_factor\set11\u_mand_factor_0.9.py,u_mand_factor,11,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.179998,40,10,82.8,87.399997,38.52,1,1,1011,0
u_mand_factor\set12\u_mand_factor_0.1.py,u_mand_factor,12,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.420002,40,11,9.2,50.600003,4.28,1,0,1012,0
u_mand_factor\set12\u_mand_factor_0.2.py,u_mand_factor,12,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.640001,40,11,18.4,55.200001,8.56,1,0,1012,0
u_mand_factor\set12\u_mand_factor_0.3.py,u_mand_factor,12,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.860003,40,11,27.600001,59.800005,12.840001,1,1,1012,0
u_mand_factor\set12\u_mand_factor_0.4.py,u_mand_factor,12,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.08,40,11,36.800001,64.4,17.120001,1,1,1012,0
u_mand_factor\set12\u_mand_factor_0.5.py,u_mand_factor,12,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,11,46.000001,69.000002,21.400001,1,1,1012,0
u_mand_factor\set12\u_mand_factor_0.6.py,u_mand_factor,12,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.520002,40,11,55.200001,73.600002,25.680001,1,1,1012,0
u_mand_factor\set12\u_mand_factor_0.7.py,u_mand_factor,12,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.740006,40,11,64.400002,78.200009,29.960001,1,1,1012,0
u_mand_factor\set12\u_mand_factor_0.8.py,u_mand_factor,12,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.96,40,11,73.600002,82.8,34.240001,1,1,1012,0
u_mand_factor\set12\u_mand_factor_0.9.py,u_mand_factor,12,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.179997,40,10,82.799998,87.399995,38.579999,1,1,1012,1
u_mand_factor\set13\u_mand_factor_0.1.py,u_mand_factor,13,u_mand_factor,0.1,2,5,5,0.1,0.5,0.7,0.6,0.2,0.9,35.420002,40,13,9.200002,50.600002,4.280001,1,0,1013,0
u_mand_factor\set13\u_mand_factor_0.2.py,u_mand_factor,13,u_mand_factor,0.2,2,5,5,0.2,0.5,0.7,0.6,0.4,0.8,38.639997,40,13,18.399998,55.199995,8.559999,1,0,1013,0
u_mand_factor\set13\u_mand_factor_0.3.py,u_mand_factor,13,u_mand_factor,0.3,2,5,5,0.3,0.5,0.7,0.6,0.6,0.7,41.86,40,13,27.6,59.8,12.84,1,1,1013,0
u_mand_factor\set13\u_mand_factor_0.4.py,u_mand_factor,13,u_mand_factor,0.4,2,5,5,0.4,0.5,0.7,0.6,0.8,0.6,45.079999,40,13,36.8,64.399999,17.12,1,1,1013,0
u_mand_factor\set13\u_mand_factor_0.5.py,u_mand_factor,13,u_mand_factor,0.5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,13,46.0,69.0,21.4,1,1,1013,0
u_mand_factor\set13\u_mand_factor_0.6.py,u_mand_factor,13,u_mand_factor,0.6,2,5,5,0.6,0.5,0.7,0.6,1.2,0.4,51.52,40,13,55.2,73.6,25.68,1,1,1013,0
u_mand_factor\set13\u_mand_factor_0.7.py,u_mand_factor,13,u_mand_factor,0.7,2,5,5,0.7,0.5,0.7,0.6,1.4,0.3,54.739999,40,13,64.4,78.199999,29.96,1,1,1013,0
u_mand_factor\set13\u_mand_factor_0.8.py,u_mand_factor,13,u_mand_factor,0.8,2,5,5,0.8,0.5,0.7,0.6,1.6,0.2,57.959994,40,13,73.599998,82.799992,34.239999,1,1,1013,0
u_mand_factor\set13\u_mand_factor_0.9.py,u_mand_factor,13,u_mand_factor,0.9,2,5,5,0.9,0.5,0.7,0.6,1.8,0.1,61.179998,40,13,82.800002,87.399998,38.520001,1,1,1013,0
