file,sweep,set,factor,value,n_prc,n_tsk,n_frq,u_mand_factor,u_opt_factor,rho,xi,U_M,U_O,B,H,J,e_mand_fmax,e_full_fmax,e_mand_min,feasible,donate_ok,seed,redraws
n_frq\set12\n_frq_3.py,n_frq,12,n_frq,3,2,5,3,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,12,45.999999,68.999997,21.399999,1,1,1012,0
n_frq\set12\n_frq_5.py,n_frq,12,n_frq,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,11,46.000001,69.000002,21.400001,1,1,1012,0
n_frq\set12\n_frq_8.py,n_frq,12,n_frq,8,2,5,8,0.5,0.5,0.7,0.6,1.0,0.5,48.299997,40,10,45.999998,68.999995,21.399999,1,1,1012,0
n_frq\set12\n_frq_12.py,n_frq,12,n_frq,12,2,5,12,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,11,46.000001,69.000003,21.400001,1,1,1012,0
n_frq\set13\n_frq_2.py,n_frq,13,n_frq,2,2,5,2,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,9,45.999999,69.0,26.130769,1,1,1013,0
n_frq\set13\n_frq_3.py,n_frq,13,n_frq,3,2,5,3,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,9,45.999999,69.0,26.130769,1,1,1013,0
n_frq\set13\n_frq_5.py,n_frq,13,n_frq,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,13,46.0,69.0,21.4,1,1,1013,0
n_frq\set13\n_frq_8.py,n_frq,13,n_frq,8,2,5,8,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,13,45.999997,68.999998,21.399998,1,1,1013,0
n_frq\set13\n_frq_12.py,n_frq,13,n_frq,12,2,5,12,0.5,0.5,0.7,0.6,1.0,0.5,48.299997,40,12,45.999998,68.999995,21.399999,1,1,1013,0
n_frq\set14\n_frq_2.py,n_frq,14,n_frq,2,2,5,2,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,13,45.999999,68.999997,23.599999,1,1,1014,0
n_frq\set14\n_frq_3.py,n_frq,14,n_frq,3,2,5,3,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,13,46.000003,69.000003,21.433335,1,1,1014,0
n_frq\set14\n_frq_5.py,n_frq,14,n_frq,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1014,0
n_frq\set14\n_frq_8.py,n_frq,14,n_frq,8,2,5,8,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,10,45.999998,68.999997,21.399999,1,1,1014,0
n_frq\set14\n_frq_12.py,n_frq,14,n_frq,12,2,5,12,0.5,0.5,0.7,0.6,1.0,0.5,48.300003,40,10,45.999999,69.000005,21.399999,1,1,1014,0
n_frq\set15\n_frq_2.py,n_frq,15,n_frq,2,2,5,2,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,10,45.999999,69.000001,22.042857,1,1,1015,0
n_frq\set15\n_frq_3.py,n_frq,15,n_frq,3,2,5,3,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,9,45.999999,69.000001,21.999999,1,1,1015,0
n_frq\set15\n_frq_5.py,n_frq,15,n_frq,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,11,45.999999,69.000003,21.999999,1,1,1015,0
n_frq\set15\n_frq_8.py,n_frq,15,n_frq,8,2,5,8,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,10,46.000001,69.000002,22.000001,1,1,1015,0
n_frq\set15\n_frq_12.py,n_frq,15,n_frq,12,2,5,12,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,9,46.0,68.999999,21.4,1,1,1015,0
n_frq\set16\n_frq_2.py,n_frq,16,n_frq,2,2,5,2,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,10,45.999999,68.999999,23.00909,1,1,1016,0
n_frq\set16\n_frq_3.py,n_frq,16,n_frq,3,2,5,3,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,9,46.000001,69.0,23.009091,1,1,1016,0
n_frq\set16\n_frq_5.py,n_frq,16,n_frq,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,9,45.999999,68.999997,23.00909,1,1,1016,0
n_frq\set16\n_frq_8.py,n_frq,16,n_frq,8,2,5,8,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,13,45.999997,68.999998,21.399998,1,1,1016,0
n_frq\set16\n_frq_12.py,n_frq,16,n_frq,12,2,5,12,0.5,0.5,0.7,0.6,1.0,0.5,48.300004,40,9,46.000003,69.000006,21.400002,1,1,1016,0
n_frq\set17\n_frq_2.py,n_frq,17,n_frq,2,2,5,2,0.5,0.5,0.7,0.6,1.0,0.5,48.299996,40,15,45.999995,68.999994,26.130767,1,1,1017,0
n_frq\set17\n_frq_3.py,n_frq,17,n_frq,3,2,5,3,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,13,45.999997,68.999997,24.399998,1,1,1017,0
n_frq\set17\n_frq_5.py,n_frq,17,n_frq,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,13,46.000002,69.000002,21.433334,1,1,1017,0
n_frq\set17\n_frq_8.py,n_frq,17,n_frq,8,2,5,8,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,13,45.999997,68.999999,21.433332,1,1,1017,0
n_frq\set17\n_frq_12.py,n_frq,17,n_frq,12,2,5,12,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,9,46.000001,69.000001,21.400001,1,1,1017,0
n_frq\set18\n_frq_2.py,n_frq,18,n_frq,2,2,5,2,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,12,45.999997,68.999997,24.399998,1,1,1018,0
n_frq\set18\n_frq_3.py,n_frq,18,n_frq,3,2,5,3,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,12,45.999997,68.999997,24.399998,1,1,1018,0
n_frq\set18\n_frq_5.py,n_frq,18,n_frq,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300003,40,10,46.000003,69.000005,22.042859,1,1,1018,0
n_frq\set18\n_frq_8.py,n_frq,18,n_frq,8,2,5,8,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,9,46.000001,69.000001,21.433334,1,1,1018,0
n_frq\set18\n_frq_12.py,n_frq,18,n_frq,12,2,5,12,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,12,46.0,69.000003,21.433333,1,1,1018,0
n_frq\set19\n_frq_2.py,n_frq,19,n_frq,2,2,5,2,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,15,45.999995,68.999997,23.599998,1,1,1019,0
n_frq\set19\n_frq_3.py,n_frq,19,n_frq,3,2,5,3,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,13,46.0,68.999997,21.433333,1,1,1019,0
n_frq\set19\n_frq_5.py,n_frq,19,n_frq,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,9,46.0,68.999999,21.433333,1,1,1019,0
n_frq\set19\n_frq_8.py,n_frq,19,n_frq,8,2,5,8,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,11,45.999995,68.999997,21.433331,1,1,1019,0
n_frq\set19\n_frq_12.py,n_frq,19,n_frq,12,2,5,12,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,13,45.999999,69.000001,21.399999,1,1,1019,0
n_frq\set20\n_frq_2.py,n_frq,20,n_frq,2,2,5,2,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,10,46.0,69.000002,23.6,1,1,1020,0
n_frq\set20\n_frq_3.py,n_frq,20,n_frq,3,2,5,3,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,12,45.999999,69.000002,22.042857,1,1,1020,0
n_frq\set20\n_frq_5.py,n_frq,20,n_frq,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,13,45.999999,69.000002,22.042857,1,1,1020,0
n_frq\set20\n_frq_8.py,n_frq,20,n_frq,8,2,5,8,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,11,46.0,69.000003,21.4,1,1,1020,0
n_frq\set20\n_frq_12.py,n_frq,20,n_frq,12,2,5,12,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,11,46.0,69.0,21.4,1,1,1020,0
n_frq\set21\n_frq_2.py,n_frq,21,n_frq,2,2,5,2,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,12,46.0,69.000002,28.171429,1,1,1021,0
n_frq\set21\n_frq_3.py,n_frq,21,n_frq,3,2,5,3,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,10,46.0,69.000001,21.4,1,1,1021,0
n_frq\set21\n_frq_5.py,n_frq,21,n_frq,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,10,45.999999,68.999998,21.399999,1,1,1021,0
n_frq\set21\n_frq_8.py,n_frq,21,n_frq,8,2,5,8,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,10,46.0,69.000002,21.4,1,1,1021,0
n_frq\set21\n_frq_12.py,n_frq,21,n_frq,12,2,5,12,0.5,0.5,0.7,0.6,1.0,0.5,48.300003,40,13,46.000003,69.000005,21.400002,1,1,1021,0
n_frq\set22\n_frq_2.py,n_frq,22,n_frq,2,2,5,2,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,13,45.999998,68.999999,21.399999,1,1,1022,0
n_frq\set22\n_frq_3.py,n_frq,22,n_frq,3,2,5,3,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,13,45.999998,68.999999,21.399999,1,1,1022,0
n_frq\set22\n_frq_5.py,n_frq,22,n_frq,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,9,46.0,69.000002,21.4,1,1,1022,0
n_frq\set22\n_frq_8.py,n_frq,22,n_frq,8,2,5,8,0.5,0.5,0.7,0.6,1.0,0.5,48.300005,40,13,46.0,69.000007,21.4,1,1,1022,0
n_frq\set22\n_frq_12.py,n_frq,22,n_frq,12,2,5,12,0.5,0.5,0.7,0.6,1.0,0.5,48.300004,40,11,46.000002,69.000006,21.400001,1,1,1022,0
n_frq\set23\n_frq_2.py,n_frq,23,n_frq,2,2,5,2,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,13,45.999998,69.000001,26.130768,1,1,1023,0
n_frq\set23\n_frq_3.py,n_frq,23,n_frq,3,2,5,3,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,13,45.999998,69.000003,26.130768,1,1,1023,0
n_frq\set23\n_frq_5.py,n_frq,23,n_frq,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,13,45.999998,68.999998,21.399999,1,1,1023,0
n_frq\set23\n_frq_8.py,n_frq,23,n_frq,8,2,5,8,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,11,46.0,69.000002,21.4,1,1,1023,0
n_frq\set23\n_frq_12.py,n_frq,23,n_frq,12,2,5,12,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,11,46.0,69.0,21.4,1,1,1023,0
n_frq\set24\n_frq_2.py,n_frq,24,n_frq,2,2,5,2,0.5,0.5,0.7,0.6,1.0,0.5,48.300003,40,11,46.0,69.000005,23.6,1,1,1024,0
n_frq\set24\n_frq_3.py,n_frq,24,n_frq,3,2,5,3,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,10,46.000002,69.000002,23.600001,1,1,1024,0
n_frq\set24\n_frq_5.py,n_frq,24,n_frq,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,10,46.000001,68.999999,23.009091,1,1,1024,0
n_frq\set24\n_frq_8.py,n_frq,24,n_frq,8,2,5,8,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,9,45.999998,69.000001,22.042856,1,1,1024,0
n_frq\set24\n_frq_12.py,n_frq,24,n_frq,12,2,5,12,0.5,0.5,0.7,0.6,1.0,0.5,48.299996,40,9,46.000001,68.999994,21.400001,1,1,1024,0
n_frq\set25\n_frq_2.py,n_frq,25,n_frq,2,2,5,2,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,13,45.999999,69.0,23.599999,1,1,1025,0
n_frq\set25\n_frq_3.py,n_frq,25,n_frq,3,2,5,3,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,13,46.000002,69.0,21.433334,1,1,1025,0
n_frq\set25\n_frq_5.py,n_frq,25,n_frq,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,9,46.000001,68.999997,21.433334,1,1,1025,0
n_frq\set25\n_frq_8.py,n_frq,25,n_frq,8,2,5,8,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,11,46.0,68.999999,21.433333,1,1,1025,0
n_frq\set25\n_frq_12.py,n_frq,25,n_frq,12,2,5,12,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,10,45.999998,68.999998,21.399999,1,1,1025,0
n_frq\set26\n_frq_2.py,n_frq,26,n_frq,2,2,5,2,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,10,45.999999,69.000002,23.599999,1,1,1026,0
n_frq\set26\n_frq_3.py,n_frq,26,n_frq,3,2,5,3,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,10,46.000001,68.999999,22.000001,1,1,1026,0
n_frq\set26\n_frq_5.py,n_frq,26,n_frq,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,10,46.000003,69.000003,22.000002,1,1,1026,0
n_frq\set26\n_frq_8.py,n_frq,26,n_frq,8,2,5,8,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,9,46.0,69.0,21.433333,1,1,1026,0
n_frq\set26\n_frq_12.py,n_frq,26,n_frq,12,2,5,12,0.5,0.5,0.7,0.6,1.0,0.5,48.300005,40,10,46.000001,69.000007,21.400001,1,1,1026,0
n_frq\set27\n_frq_2.py,n_frq,27,n_frq,2,2,5,2,0.5,0.5,0.7,0.6,1.0,0.5,48.300003,40,10,46.000001,69.000005,23.600001,1,1,1027,0
n_frq\set27\n_frq_3.py,n_frq,27,n_frq,3,2,5,3,0.5,0.5,0.7,0.6,1.0,0.5,48.300004,40,15,46.000001,69.000006,22.042858,1,1,1027,0
n_frq\set27\n_frq_5.py,n_frq,27,n_frq,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,12,45.999998,69.0,22.042856,1,1,1027,0
n_frq\set27\n_frq_8.py,n_frq,27,n_frq,8,2,5,8,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,9,45.999999,68.999997,21.433333,1,1,1027,0
n_frq\set27\n_frq_12.py,n_frq,27,n_frq,12,2,5,12,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,9,46.0,69.000002,21.433333,1,1,1027,0
n_frq\set28\n_frq_2.py,n_frq,28,n_frq,2,2,5,2,0.5,0.5,0.7,0.6,1.0,0.5,48.299997,40,10,45.999999,68.999995,26.130769,1,1,1028,0
n_frq\set28\n_frq_3.py,n_frq,28,n_frq,3,2,5,3,0.5,0.5,0.7,0.6,1.0,0.5,48.299997,40,13,45.999998,68.999995,24.399999,1,1,1028,0
n_frq\set28\n_frq_5.py,n_frq,28,n_frq,5,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,11,46.0,69.000001,22.0,1,1,1028,0
n_frq\set28\n_frq_8.py,n_frq,28,n_frq,8,2,5,8,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,15,46.000001,69.000001,21.433334,1,1,1028,0
n_frq\set28\n_frq_12.py,n_frq,28,n_frq,12,2,5,12,0.5,0.5,0.7,0.6,1.0,0.5,48.299996,40,12,45.999997,68.999994,21.433332,1,1,1028,0
n_frq\set29\n_frq_2.py,n_frq,29,n_frq,2,2,5,2,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,9,46.000001,69.000001,22.000001,1,1,1029,0
n_frq\set29\n_frq_3.py,n_frq,29,n_frq,3,2,5,3,0.5,0.5,0.7,0.6,1.0,0.5,48.300001,40,9,46.000001,69.000001,22.000001,1,1,1029,0
