file,sweep,set,factor,value,n_prc,n_tsk,n_frq,u_mand_factor,u_opt_factor,rho,xi,U_M,U_O,B,H,J,e_mand_fmax,e_full_fmax,e_mand_min,feasible,donate_ok,seed,redraws
n_tsk\set07\n_tsk_12.py,n_tsk,7,n_tsk,12,2,12,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599994,80,54,91.999987,137.999992,42.799994,1,1,1007,0
n_tsk\set08\n_tsk_4.py,n_tsk,8,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599999,80,15,91.999995,137.999999,44.085712,1,1,1008,0
n_tsk\set08\n_tsk_6.py,n_tsk,8,n_tsk,6,2,6,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600002,80,27,91.999999,138.000002,44.085714,1,1,1008,0
n_tsk\set08\n_tsk_8.py,n_tsk,8,n_tsk,8,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600002,80,37,91.999995,138.000003,44.085712,1,1,1008,0
n_tsk\set08\n_tsk_10.py,n_tsk,8,n_tsk,10,2,10,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600015,80,41,92.000008,138.000022,44.085718,1,1,1008,0
n_tsk\set08\n_tsk_12.py,n_tsk,8,n_tsk,12,2,12,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599997,80,46,92.000001,137.999995,44.085715,1,1,1008,0
n_tsk\set09\n_tsk_4.py,n_tsk,9,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600001,80,15,92.000002,138.000001,42.800001,1,1,1009,0
n_tsk\set09\n_tsk_6.py,n_tsk,9,n_tsk,6,2,6,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600003,80,23,92.000005,138.000005,42.800002,1,1,1009,0
n_tsk\set09\n_tsk_8.py,n_tsk,9,n_tsk,8,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599997,80,29,91.999999,137.999995,42.799999,1,1,1009,0
n_tsk\set09\n_tsk_10.py,n_tsk,9,n_tsk,10,2,10,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600006,80,45,92.000003,138.000008,42.800002,1,1,1009,0
n_tsk\set09\n_tsk_12.py,n_tsk,9,n_tsk,12,2,12,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599994,80,53,92.000001,137.999991,42.800001,1,1,1009,0
n_tsk\set10\n_tsk_4.py,n_tsk,10,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,96.6,80,15,92.000003,138.0,42.866668,1,1,1010,0
n_tsk\set10\n_tsk_6.py,n_tsk,10,n_tsk,6,2,6,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600002,80,17,92.000003,138.000003,42.866668,1,1,1010,0
n_tsk\set10\n_tsk_8.py,n_tsk,10,n_tsk,8,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600004,80,25,92.0,138.000006,42.866667,1,1,1010,0
n_tsk\set10\n_tsk_10.py,n_tsk,10,n_tsk,10,2,10,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599994,80,30,91.999999,137.999991,42.866666,1,1,1010,0
n_tsk\set10\n_tsk_12.py,n_tsk,10,n_tsk,12,2,12,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599994,80,40,91.999999,137.999992,42.866666,1,1,1010,0
n_tsk\set11\n_tsk_4.py,n_tsk,11,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600006,80,15,91.999995,138.000009,42.799998,1,1,1011,0
n_tsk\set11\n_tsk_6.py,n_tsk,11,n_tsk,6,2,6,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600001,80,17,92.000001,138.000001,42.800001,1,1,1011,0
n_tsk\set11\n_tsk_8.py,n_tsk,11,n_tsk,8,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599995,80,23,91.999994,137.999993,42.799997,1,1,1011,0
n_tsk\set11\n_tsk_10.py,n_tsk,11,n_tsk,10,2,10,5,0.5,0.5,0.7,0.6,1.0,0.5,96.59999,80,32,91.999992,137.999986,42.799996,1,1,1011,0
n_tsk\set11\n_tsk_12.py,n_tsk,11,n_tsk,12,2,12,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599996,80,35,91.999999,137.999994,42.799999,1,1,1011,0
n_tsk\set12\n_tsk_4.py,n_tsk,12,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599994,80,15,91.999995,137.999991,42.799998,1,1,1012,0
n_tsk\set12\n_tsk_6.py,n_tsk,12,n_tsk,6,2,6,5,0.5,0.5,0.7,0.6,1.0,0.5,96.6,80,19,92.000001,138.0,42.800001,1,1,1012,0
n_tsk\set12\n_tsk_8.py,n_tsk,12,n_tsk,8,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600005,80,24,91.999998,138.000007,42.799999,1,1,1012,0
n_tsk\set12\n_tsk_10.py,n_tsk,12,n_tsk,10,2,10,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599995,80,29,92.000002,137.999993,42.800001,1,1,1012,0
n_tsk\set12\n_tsk_12.py,n_tsk,12,n_tsk,12,2,12,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599994,80,38,92.0,137.999992,42.8,1,1,1012,0
n_tsk\set13\n_tsk_4.py,n_tsk,13,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599995,80,15,91.999998,137.999993,42.799999,1,1,1013,0
n_tsk\set13\n_tsk_6.py,n_tsk,13,n_tsk,6,2,6,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600006,80,24,92.000001,138.000008,42.800001,1,1,1013,0
n_tsk\set13\n_tsk_8.py,n_tsk,13,n_tsk,8,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600001,80,29,91.999998,138.000001,42.799999,1,1,1013,0
n_tsk\set13\n_tsk_10.py,n_tsk,13,n_tsk,10,2,10,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599997,80,39,91.999997,137.999995,42.799998,1,1,1013,0
n_tsk\set13\n_tsk_12.py,n_tsk,13,n_tsk,12,2,12,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600011,80,49,92.00001,138.000016,42.800005,1,1,1013,0
n_tsk\set14\n_tsk_4.py,n_tsk,14,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600004,80,15,92.000002,138.000006,42.866668,1,1,1014,0
n_tsk\set14\n_tsk_6.py,n_tsk,14,n_tsk,6,2,6,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599999,80,20,92.000001,137.999999,42.866667,1,1,1014,0
n_tsk\set14\n_tsk_8.py,n_tsk,14,n_tsk,8,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600002,80,22,92.000003,138.000002,42.866668,1,1,1014,0
n_tsk\set14\n_tsk_10.py,n_tsk,14,n_tsk,10,2,10,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600006,80,25,91.999997,138.000008,42.866665,1,1,1014,0
n_tsk\set14\n_tsk_12.py,n_tsk,14,n_tsk,12,2,12,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599989,80,34,92.0,137.999984,42.866667,1,1,1014,0
n_tsk\set15\n_tsk_4.py,n_tsk,15,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600001,80,15,92.0,138.000001,44.0,1,1,1015,0
n_tsk\set15\n_tsk_6.py,n_tsk,15,n_tsk,6,2,6,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600005,80,18,92.000001,138.000007,44.000001,1,1,1015,0
n_tsk\set15\n_tsk_8.py,n_tsk,15,n_tsk,8,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600006,80,21,92.000002,138.000008,44.000001,1,1,1015,0
n_tsk\set15\n_tsk_10.py,n_tsk,15,n_tsk,10,2,10,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600009,80,37,92.00001,138.000013,44.000005,1,1,1015,0
n_tsk\set15\n_tsk_12.py,n_tsk,15,n_tsk,12,2,12,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600006,80,39,91.999999,138.000008,43.999999,1,1,1015,0
n_tsk\set16\n_tsk_4.py,n_tsk,16,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600003,80,15,92.000005,138.000005,46.018184,1,1,1016,0
n_tsk\set16\n_tsk_6.py,n_tsk,16,n_tsk,6,2,6,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600005,80,25,92.000008,138.000007,46.018186,1,1,1016,0
n_tsk\set16\n_tsk_8.py,n_tsk,16,n_tsk,8,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599998,80,34,91.999997,137.999998,46.01818,1,1,1016,0
n_tsk\set16\n_tsk_10.py,n_tsk,16,n_tsk,10,2,10,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599996,80,36,92.000001,137.999994,46.018182,1,1,1016,0
n_tsk\set16\n_tsk_12.py,n_tsk,16,n_tsk,12,2,12,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599984,80,41,91.999997,137.999977,46.01818,1,1,1016,0
n_tsk\set17\n_tsk_4.py,n_tsk,17,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599994,80,15,91.999998,137.999991,42.866666,1,1,1017,0
n_tsk\set17\n_tsk_6.py,n_tsk,17,n_tsk,6,2,6,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599995,80,25,91.999995,137.999993,42.866665,1,1,1017,0
n_tsk\set17\n_tsk_8.py,n_tsk,17,n_tsk,8,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599998,80,29,92.000003,137.999998,42.866668,1,1,1017,0
n_tsk\set17\n_tsk_10.py,n_tsk,17,n_tsk,10,2,10,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599998,80,39,92.0,137.999998,42.866667,1,1,1017,0
n_tsk\set17\n_tsk_12.py,n_tsk,17,n_tsk,12,2,12,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600002,80,41,92.000006,138.000002,42.866669,1,1,1017,0
n_tsk\set18\n_tsk_4.py,n_tsk,18,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600002,80,15,92.000005,138.000003,44.085716,1,1,1018,0
n_tsk\set18\n_tsk_6.py,n_tsk,18,n_tsk,6,2,6,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600009,80,21,92.000003,138.000013,44.085716,1,1,1018,0
n_tsk\set18\n_tsk_8.py,n_tsk,18,n_tsk,8,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599998,80,26,91.999995,137.999997,44.085712,1,1,1018,0
n_tsk\set18\n_tsk_10.py,n_tsk,18,n_tsk,10,2,10,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599994,80,38,92.000002,137.999991,44.085715,1,1,1018,0
n_tsk\set18\n_tsk_12.py,n_tsk,18,n_tsk,12,2,12,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600001,80,43,91.999997,138.000001,44.085713,1,1,1018,0
n_tsk\set19\n_tsk_4.py,n_tsk,19,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600002,80,15,92.000002,138.000003,42.866668,1,1,1019,0
n_tsk\set19\n_tsk_6.py,n_tsk,19,n_tsk,6,2,6,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599998,80,21,92.000002,137.999998,42.866668,1,1,1019,0
n_tsk\set19\n_tsk_8.py,n_tsk,19,n_tsk,8,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600002,80,23,91.999999,138.000003,42.866666,1,1,1019,0
n_tsk\set19\n_tsk_10.py,n_tsk,19,n_tsk,10,2,10,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600001,80,27,92.000006,138.000001,42.866669,1,1,1019,0
n_tsk\set19\n_tsk_12.py,n_tsk,19,n_tsk,12,2,12,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599998,80,33,92.000002,137.999997,42.866668,1,1,1019,0
n_tsk\set20\n_tsk_4.py,n_tsk,20,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599998,80,15,91.999998,137.999997,44.085713,1,1,1020,0
n_tsk\set20\n_tsk_6.py,n_tsk,20,n_tsk,6,2,6,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600002,80,21,92.000006,138.000003,44.085717,1,1,1020,0
n_tsk\set20\n_tsk_8.py,n_tsk,20,n_tsk,8,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600002,80,25,92.000005,138.000003,44.085716,1,1,1020,0
n_tsk\set20\n_tsk_10.py,n_tsk,20,n_tsk,10,2,10,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600005,80,28,91.999997,138.000007,44.085713,1,1,1020,0
n_tsk\set20\n_tsk_12.py,n_tsk,20,n_tsk,12,2,12,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599998,80,31,92.0,137.999998,44.085714,1,1,1020,0
n_tsk\set21\n_tsk_4.py,n_tsk,21,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599999,80,15,92.000005,137.999999,42.800002,1,1,1021,0
n_tsk\set21\n_tsk_6.py,n_tsk,21,n_tsk,6,2,6,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600009,80,17,92.000003,138.000013,42.800002,1,1,1021,0
n_tsk\set21\n_tsk_8.py,n_tsk,21,n_tsk,8,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599992,80,20,91.999994,137.999989,42.799997,1,1,1021,0
n_tsk\set21\n_tsk_10.py,n_tsk,21,n_tsk,10,2,10,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599999,80,36,92.0,137.999999,42.8,1,1,1021,0
n_tsk\set21\n_tsk_12.py,n_tsk,21,n_tsk,12,2,12,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600005,80,39,92.000002,138.000007,42.800001,1,1,1021,0
n_tsk\set22\n_tsk_4.py,n_tsk,22,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599999,80,15,91.999997,137.999999,42.799998,1,1,1022,0
n_tsk\set22\n_tsk_6.py,n_tsk,22,n_tsk,6,2,6,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600001,80,25,92.000007,138.000001,42.800003,1,1,1022,0
n_tsk\set22\n_tsk_8.py,n_tsk,22,n_tsk,8,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600005,80,30,91.999999,138.000007,42.799999,1,1,1022,0
n_tsk\set22\n_tsk_10.py,n_tsk,22,n_tsk,10,2,10,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600004,80,40,91.999986,138.000006,42.799994,1,1,1022,0
n_tsk\set22\n_tsk_12.py,n_tsk,22,n_tsk,12,2,12,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600004,80,43,92.000002,138.000006,42.800001,1,1,1022,0
n_tsk\set23\n_tsk_4.py,n_tsk,23,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600007,80,15,92.000005,138.00001,42.800002,1,1,1023,0
n_tsk\set23\n_tsk_6.py,n_tsk,23,n_tsk,6,2,6,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600003,80,25,91.999997,138.000005,42.799998,1,1,1023,0
n_tsk\set23\n_tsk_8.py,n_tsk,23,n_tsk,8,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600006,80,28,91.999999,138.000008,42.799999,1,1,1023,0
n_tsk\set23\n_tsk_10.py,n_tsk,23,n_tsk,10,2,10,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599986,80,32,91.999994,137.999979,42.799997,1,1,1023,0
n_tsk\set23\n_tsk_12.py,n_tsk,23,n_tsk,12,2,12,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599993,80,34,91.999994,137.99999,42.799997,1,1,1023,0
n_tsk\set24\n_tsk_4.py,n_tsk,24,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600002,80,15,92.000001,138.000003,46.018182,1,1,1024,0
n_tsk\set24\n_tsk_6.py,n_tsk,24,n_tsk,6,2,6,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600002,80,18,92.000003,138.000003,46.018184,1,1,1024,0
n_tsk\set24\n_tsk_8.py,n_tsk,24,n_tsk,8,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600001,80,21,91.999998,138.000001,46.018181,1,1,1024,0
n_tsk\set24\n_tsk_10.py,n_tsk,24,n_tsk,10,2,10,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600004,80,33,92.000003,138.000006,46.018184,1,1,1024,0
n_tsk\set24\n_tsk_12.py,n_tsk,24,n_tsk,12,2,12,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600006,80,42,92.000007,138.000008,46.018185,1,1,1024,0
n_tsk\set25\n_tsk_4.py,n_tsk,25,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599996,80,15,92.0,137.999994,42.866667,1,1,1025,0
n_tsk\set25\n_tsk_6.py,n_tsk,25,n_tsk,6,2,6,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599993,80,20,91.999993,137.99999,42.866663,1,1,1025,0
n_tsk\set25\n_tsk_8.py,n_tsk,25,n_tsk,8,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.6,80,23,91.999995,138.0,42.866665,1,1,1025,0
n_tsk\set25\n_tsk_10.py,n_tsk,25,n_tsk,10,2,10,5,0.5,0.5,0.7,0.6,1.0,0.5,96.60001,80,29,92.000001,138.000014,42.866667,1,1,1025,0
n_tsk\set25\n_tsk_12.py,n_tsk,25,n_tsk,12,2,12,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599991,80,39,91.999999,137.999987,42.866666,1,1,1025,0
n_tsk\set26\n_tsk_4.py,n_tsk,26,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600002,80,15,92.000002,138.000002,44.000001,1,1,1026,0
n_tsk\set26\n_tsk_6.py,n_tsk,26,n_tsk,6,2,6,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600003,80,17,92.000005,138.000005,44.000002,1,1,1026,0
n_tsk\set26\n_tsk_8.py,n_tsk,26,n_tsk,8,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599998,80,27,92.000007,137.999998,44.000003,1,1,1026,0
n_tsk\set26\n_tsk_10.py,n_tsk,26,n_tsk,10,2,10,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600006,80,36,92.000007,138.000009,44.000003,1,1,1026,0
n_tsk\set26\n_tsk_12.py,n_tsk,26,n_tsk,12,2,12,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599995,80,40,91.999993,137.999993,43.999997,1,1,1026,0
n_tsk\set27\n_tsk_4.py,n_tsk,27,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,96.6,80,15,92.0,138.0,44.085714,1,1,1027,0
n_tsk\set27\n_tsk_6.py,n_tsk,27,n_tsk,6,2,6,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599994,80,24,91.999998,137.999991,44.085713,1,1,1027,0
n_tsk\set27\n_tsk_8.py,n_tsk,27,n_tsk,8,2,8,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600006,80,40,92.000005,138.000008,44.085716,1,1,1027,0
n_tsk\set27\n_tsk_10.py,n_tsk,27,n_tsk,10,2,10,5,0.5,0.5,0.7,0.6,1.0,0.5,96.600001,80,44,92.000005,138.000001,44.085716,1,1,1027,0
n_tsk\set27\n_tsk_12.py,n_tsk,27,n_tsk,12,2,12,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599995,80,47,91.999999,137.999993,44.085714,1,1,1027,0
n_tsk\set28\n_tsk_4.py,n_tsk,28,n_tsk,4,2,4,5,0.5,0.5,0.7,0.6,1.0,0.5,96.599994,80,15,91.999997,137.999991,43.999998,1,1,1028,0
