file,sweep,set,factor,value,n_prc,n_tsk,n_frq,u_mand_factor,u_opt_factor,rho,xi,U_M,U_O,B,H,J,e_mand_fmax,e_full_fmax,e_mand_min,feasible,donate_ok,seed,redraws
xi\set02\xi_0.8.py,xi,2,xi,0.8,2,5,5,0.5,0.5,0.7,0.8,1.0,0.5,48.299998,40,11,46.000001,68.999997,21.400001,1,1,1002,0
xi\set02\xi_0.9.py,xi,2,xi,0.9,2,5,5,0.5,0.5,0.7,0.9,1.0,0.5,48.299998,40,11,46.000001,68.999997,21.400001,1,1,1002,0
xi\set03\xi_0.3.py,xi,3,xi,0.3,2,5,5,0.5,0.5,0.7,0.3,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1003,0
xi\set03\xi_0.4.py,xi,3,xi,0.4,2,5,5,0.5,0.5,0.7,0.4,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1003,0
xi\set03\xi_0.5.py,xi,3,xi,0.5,2,5,5,0.5,0.5,0.7,0.5,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1003,0
xi\set03\xi_0.6.py,xi,3,xi,0.6,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1003,0
xi\set03\xi_0.7.py,xi,3,xi,0.7,2,5,5,0.5,0.5,0.7,0.7,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1003,0
xi\set03\xi_0.8.py,xi,3,xi,0.8,2,5,5,0.5,0.5,0.7,0.8,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1003,0
xi\set03\xi_0.9.py,xi,3,xi,0.9,2,5,5,0.5,0.5,0.7,0.9,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1003,0
xi\set04\xi_0.3.py,xi,4,xi,0.3,2,5,5,0.5,0.5,0.7,0.3,1.0,0.5,48.300002,40,13,46.000002,69.000003,22.042858,1,1,1004,0
xi\set04\xi_0.4.py,xi,4,xi,0.4,2,5,5,0.5,0.5,0.7,0.4,1.0,0.5,48.300002,40,13,46.000002,69.000003,22.042858,1,1,1004,0
xi\set04\xi_0.5.py,xi,4,xi,0.5,2,5,5,0.5,0.5,0.7,0.5,1.0,0.5,48.300002,40,13,46.000002,69.000003,22.042858,1,1,1004,0
xi\set04\xi_0.6.py,xi,4,xi,0.6,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,13,46.000002,69.000003,22.042858,1,1,1004,0
xi\set04\xi_0.7.py,xi,4,xi,0.7,2,5,5,0.5,0.5,0.7,0.7,1.0,0.5,48.300002,40,13,46.000002,69.000003,22.042858,1,1,1004,0
xi\set04\xi_0.8.py,xi,4,xi,0.8,2,5,5,0.5,0.5,0.7,0.8,1.0,0.5,48.300002,40,13,46.000002,69.000003,22.042858,1,1,1004,0
xi\set04\xi_0.9.py,xi,4,xi,0.9,2,5,5,0.5,0.5,0.7,0.9,1.0,0.5,48.300002,40,13,46.000002,69.000003,22.042858,1,1,1004,0
xi\set05\xi_0.3.py,xi,5,xi,0.3,2,5,5,0.5,0.5,0.7,0.3,1.0,0.5,48.299999,40,10,46.0,68.999999,24.4,1,1,1005,0
xi\set05\xi_0.4.py,xi,5,xi,0.4,2,5,5,0.5,0.5,0.7,0.4,1.0,0.5,48.299999,40,10,46.0,68.999999,24.4,1,1,1005,0
xi\set05\xi_0.5.py,xi,5,xi,0.5,2,5,5,0.5,0.5,0.7,0.5,1.0,0.5,48.299999,40,10,46.0,68.999999,24.4,1,1,1005,0
xi\set05\xi_0.6.py,xi,5,xi,0.6,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,10,46.0,68.999999,24.4,1,1,1005,0
xi\set05\xi_0.7.py,xi,5,xi,0.7,2,5,5,0.5,0.5,0.7,0.7,1.0,0.5,48.299999,40,10,46.0,68.999999,24.4,1,1,1005,0
xi\set05\xi_0.8.py,xi,5,xi,0.8,2,5,5,0.5,0.5,0.7,0.8,1.0,0.5,48.299999,40,10,46.0,68.999999,24.4,1,1,1005,0
xi\set05\xi_0.9.py,xi,5,xi,0.9,2,5,5,0.5,0.5,0.7,0.9,1.0,0.5,48.299999,40,10,46.0,68.999999,24.4,1,1,1005,0
xi\set06\xi_0.3.py,xi,6,xi,0.3,2,5,5,0.5,0.5,0.7,0.3,1.0,0.5,48.300002,40,10,46.000002,69.000002,21.433334,1,1,1006,0
xi\set06\xi_0.4.py,xi,6,xi,0.4,2,5,5,0.5,0.5,0.7,0.4,1.0,0.5,48.300002,40,10,46.000002,69.000002,21.433334,1,1,1006,0
xi\set06\xi_0.5.py,xi,6,xi,0.5,2,5,5,0.5,0.5,0.7,0.5,1.0,0.5,48.300002,40,10,46.000002,69.000002,21.433334,1,1,1006,0
xi\set06\xi_0.6.py,xi,6,xi,0.6,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,10,46.000002,69.000002,21.433334,1,1,1006,0
xi\set06\xi_0.7.py,xi,6,xi,0.7,2,5,5,0.5,0.5,0.7,0.7,1.0,0.5,48.300002,40,10,46.000002,69.000002,21.433334,1,1,1006,0
xi\set06\xi_0.8.py,xi,6,xi,0.8,2,5,5,0.5,0.5,0.7,0.8,1.0,0.5,48.300002,40,10,46.000002,69.000002,21.433334,1,1,1006,0
xi\set06\xi_0.9.py,xi,6,xi,0.9,2,5,5,0.5,0.5,0.7,0.9,1.0,0.5,48.300002,40,10,46.000002,69.000002,21.433334,1,1,1006,0
xi\set07\xi_0.3.py,xi,7,xi,0.3,2,5,5,0.5,0.5,0.7,0.3,1.0,0.5,48.299998,40,9,45.999999,68.999997,21.399999,1,1,1007,0
xi\set07\xi_0.4.py,xi,7,xi,0.4,2,5,5,0.5,0.5,0.7,0.4,1.0,0.5,48.299998,40,9,45.999999,68.999997,21.399999,1,1,1007,0
xi\set07\xi_0.5.py,xi,7,xi,0.5,2,5,5,0.5,0.5,0.7,0.5,1.0,0.5,48.299998,40,9,45.999999,68.999997,21.399999,1,1,1007,0
xi\set07\xi_0.6.py,xi,7,xi,0.6,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,9,45.999999,68.999997,21.399999,1,1,1007,0
xi\set07\xi_0.7.py,xi,7,xi,0.7,2,5,5,0.5,0.5,0.7,0.7,1.0,0.5,48.299998,40,9,45.999999,68.999997,21.399999,1,1,1007,0
xi\set07\xi_0.8.py,xi,7,xi,0.8,2,5,5,0.5,0.5,0.7,0.8,1.0,0.5,48.299998,40,9,45.999999,68.999997,21.399999,1,1,1007,0
xi\set07\xi_0.9.py,xi,7,xi,0.9,2,5,5,0.5,0.5,0.7,0.9,1.0,0.5,48.299998,40,9,45.999999,68.999997,21.399999,1,1,1007,0
xi\set08\xi_0.3.py,xi,8,xi,0.3,2,5,5,0.5,0.5,0.7,0.3,1.0,0.5,48.3,40,9,46.000002,69.0,22.042858,1,1,1008,0
xi\set08\xi_0.4.py,xi,8,xi,0.4,2,5,5,0.5,0.5,0.7,0.4,1.0,0.5,48.3,40,9,46.000002,69.0,22.042858,1,1,1008,0
xi\set08\xi_0.5.py,xi,8,xi,0.5,2,5,5,0.5,0.5,0.7,0.5,1.0,0.5,48.3,40,9,46.000002,69.0,22.042858,1,1,1008,0
xi\set08\xi_0.6.py,xi,8,xi,0.6,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,9,46.000002,69.0,22.042858,1,1,1008,0
xi\set08\xi_0.7.py,xi,8,xi,0.7,2,5,5,0.5,0.5,0.7,0.7,1.0,0.5,48.3,40,9,46.000002,69.0,22.042858,1,1,1008,0
xi\set08\xi_0.8.py,xi,8,xi,0.8,2,5,5,0.5,0.5,0.7,0.8,1.0,0.5,48.3,40,9,46.000002,69.0,22.042858,1,1,1008,0
xi\set08\xi_0.9.py,xi,8,xi,0.9,2,5,5,0.5,0.5,0.7,0.9,1.0,0.5,48.3,40,9,46.000002,69.0,22.042858,1,1,1008,0
xi\set09\xi_0.3.py,xi,9,xi,0.3,2,5,5,0.5,0.5,0.7,0.3,1.0,0.5,48.299997,40,12,45.999999,68.999995,21.399999,1,1,1009,0
xi\set09\xi_0.4.py,xi,9,xi,0.4,2,5,5,0.5,0.5,0.7,0.4,1.0,0.5,48.299997,40,12,45.999999,68.999995,21.399999,1,1,1009,0
xi\set09\xi_0.5.py,xi,9,xi,0.5,2,5,5,0.5,0.5,0.7,0.5,1.0,0.5,48.299997,40,12,45.999999,68.999995,21.399999,1,1,1009,0
xi\set09\xi_0.6.py,xi,9,xi,0.6,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299997,40,12,45.999999,68.999995,21.399999,1,1,1009,0
xi\set09\xi_0.7.py,xi,9,xi,0.7,2,5,5,0.5,0.5,0.7,0.7,1.0,0.5,48.299997,40,12,45.999999,68.999995,21.399999,1,1,1009,0
xi\set09\xi_0.8.py,xi,9,xi,0.8,2,5,5,0.5,0.5,0.7,0.8,1.0,0.5,48.299997,40,12,45.999999,68.999995,21.399999,1,1,1009,0
xi\set09\xi_0.9.py,xi,9,xi,0.9,2,5,5,0.5,0.5,0.7,0.9,1.0,0.5,48.299997,40,12,45.999999,68.999995,21.399999,1,1,1009,0
xi\set10\xi_0.3.py,xi,10,xi,0.3,2,5,5,0.5,0.5,0.7,0.3,1.0,0.5,48.299997,40,11,45.999998,68.999995,21.433332,1,1,1010,0
xi\set10\xi_0.4.py,xi,10,xi,0.4,2,5,5,0.5,0.5,0.7,0.4,1.0,0.5,48.299997,40,11,45.999998,68.999995,21.433332,1,1,1010,0
xi\set10\xi_0.5.py,xi,10,xi,0.5,2,5,5,0.5,0.5,0.7,0.5,1.0,0.5,48.299997,40,11,45.999998,68.999995,21.433332,1,1,1010,0
xi\set10\xi_0.6.py,xi,10,xi,0.6,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299997,40,11,45.999998,68.999995,21.433332,1,1,1010,0
xi\set10\xi_0.7.py,xi,10,xi,0.7,2,5,5,0.5,0.5,0.7,0.7,1.0,0.5,48.299997,40,11,45.999998,68.999995,21.433332,1,1,1010,0
xi\set10\xi_0.8.py,xi,10,xi,0.8,2,5,5,0.5,0.5,0.7,0.8,1.0,0.5,48.299997,40,11,45.999998,68.999995,21.433332,1,1,1010,0
xi\set10\xi_0.9.py,xi,10,xi,0.9,2,5,5,0.5,0.5,0.7,0.9,1.0,0.5,48.299997,40,11,45.999998,68.999995,21.433332,1,1,1010,0
xi\set11\xi_0.3.py,xi,11,xi,0.3,2,5,5,0.5,0.5,0.7,0.3,1.0,0.5,48.299999,40,10,46.000001,68.999999,21.400001,1,1,1011,0
xi\set11\xi_0.4.py,xi,11,xi,0.4,2,5,5,0.5,0.5,0.7,0.4,1.0,0.5,48.299999,40,10,46.000001,68.999999,21.400001,1,1,1011,0
xi\set11\xi_0.5.py,xi,11,xi,0.5,2,5,5,0.5,0.5,0.7,0.5,1.0,0.5,48.299999,40,10,46.000001,68.999999,21.400001,1,1,1011,0
xi\set11\xi_0.6.py,xi,11,xi,0.6,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,10,46.000001,68.999999,21.400001,1,1,1011,0
xi\set11\xi_0.7.py,xi,11,xi,0.7,2,5,5,0.5,0.5,0.7,0.7,1.0,0.5,48.299999,40,10,46.000001,68.999999,21.400001,1,1,1011,0
xi\set11\xi_0.8.py,xi,11,xi,0.8,2,5,5,0.5,0.5,0.7,0.8,1.0,0.5,48.299999,40,10,46.000001,68.999999,21.400001,1,1,1011,0
xi\set11\xi_0.9.py,xi,11,xi,0.9,2,5,5,0.5,0.5,0.7,0.9,1.0,0.5,48.299999,40,10,46.000001,68.999999,21.400001,1,1,1011,0
xi\set12\xi_0.3.py,xi,12,xi,0.3,2,5,5,0.5,0.5,0.7,0.3,1.0,0.5,48.300002,40,11,46.000001,69.000002,21.400001,1,1,1012,0
xi\set12\xi_0.4.py,xi,12,xi,0.4,2,5,5,0.5,0.5,0.7,0.4,1.0,0.5,48.300002,40,11,46.000001,69.000002,21.400001,1,1,1012,0
xi\set12\xi_0.5.py,xi,12,xi,0.5,2,5,5,0.5,0.5,0.7,0.5,1.0,0.5,48.300002,40,11,46.000001,69.000002,21.400001,1,1,1012,0
xi\set12\xi_0.6.py,xi,12,xi,0.6,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,11,46.000001,69.000002,21.400001,1,1,1012,0
xi\set12\xi_0.7.py,xi,12,xi,0.7,2,5,5,0.5,0.5,0.7,0.7,1.0,0.5,48.300002,40,11,46.000001,69.000002,21.400001,1,1,1012,0
xi\set12\xi_0.8.py,xi,12,xi,0.8,2,5,5,0.5,0.5,0.7,0.8,1.0,0.5,48.300002,40,11,46.000001,69.000002,21.400001,1,1,1012,0
xi\set12\xi_0.9.py,xi,12,xi,0.9,2,5,5,0.5,0.5,0.7,0.9,1.0,0.5,48.300002,40,11,46.000001,69.000002,21.400001,1,1,1012,0
xi\set13\xi_0.3.py,xi,13,xi,0.3,2,5,5,0.5,0.5,0.7,0.3,1.0,0.5,48.3,40,13,46.0,69.0,21.4,1,1,1013,0
xi\set13\xi_0.4.py,xi,13,xi,0.4,2,5,5,0.5,0.5,0.7,0.4,1.0,0.5,48.3,40,13,46.0,69.0,21.4,1,1,1013,0
xi\set13\xi_0.5.py,xi,13,xi,0.5,2,5,5,0.5,0.5,0.7,0.5,1.0,0.5,48.3,40,13,46.0,69.0,21.4,1,1,1013,0
xi\set13\xi_0.6.py,xi,13,xi,0.6,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.3,40,13,46.0,69.0,21.4,1,1,1013,0
xi\set13\xi_0.7.py,xi,13,xi,0.7,2,5,5,0.5,0.5,0.7,0.7,1.0,0.5,48.3,40,13,46.0,69.0,21.4,1,1,1013,0
xi\set13\xi_0.8.py,xi,13,xi,0.8,2,5,5,0.5,0.5,0.7,0.8,1.0,0.5,48.3,40,13,46.0,69.0,21.4,1,1,1013,0
xi\set13\xi_0.9.py,xi,13,xi,0.9,2,5,5,0.5,0.5,0.7,0.9,1.0,0.5,48.3,40,13,46.0,69.0,21.4,1,1,1013,0
xi\set14\xi_0.3.py,xi,14,xi,0.3,2,5,5,0.5,0.5,0.7,0.3,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1014,0
xi\set14\xi_0.4.py,xi,14,xi,0.4,2,5,5,0.5,0.5,0.7,0.4,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1014,0
xi\set14\xi_0.5.py,xi,14,xi,0.5,2,5,5,0.5,0.5,0.7,0.5,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1014,0
xi\set14\xi_0.6.py,xi,14,xi,0.6,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1014,0
xi\set14\xi_0.7.py,xi,14,xi,0.7,2,5,5,0.5,0.5,0.7,0.7,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1014,0
xi\set14\xi_0.8.py,xi,14,xi,0.8,2,5,5,0.5,0.5,0.7,0.8,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1014,0
xi\set14\xi_0.9.py,xi,14,xi,0.9,2,5,5,0.5,0.5,0.7,0.9,1.0,0.5,48.299999,40,10,46.0,68.999999,21.433333,1,1,1014,0
xi\set15\xi_0.3.py,xi,15,xi,0.3,2,5,5,0.5,0.5,0.7,0.3,1.0,0.5,48.300002,40,11,45.999999,69.000003,21.999999,1,1,1015,0
xi\set15\xi_0.4.py,xi,15,xi,0.4,2,5,5,0.5,0.5,0.7,0.4,1.0,0.5,48.300002,40,11,45.999999,69.000003,21.999999,1,1,1015,0
xi\set15\xi_0.5.py,xi,15,xi,0.5,2,5,5,0.5,0.5,0.7,0.5,1.0,0.5,48.300002,40,11,45.999999,69.000003,21.999999,1,1,1015,0
xi\set15\xi_0.6.py,xi,15,xi,0.6,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,11,45.999999,69.000003,21.999999,1,1,1015,0
xi\set15\xi_0.7.py,xi,15,xi,0.7,2,5,5,0.5,0.5,0.7,0.7,1.0,0.5,48.300002,40,11,45.999999,69.000003,21.999999,1,1,1015,0
xi\set15\xi_0.8.py,xi,15,xi,0.8,2,5,5,0.5,0.5,0.7,0.8,1.0,0.5,48.300002,40,11,45.999999,69.000003,21.999999,1,1,1015,0
xi\set15\xi_0.9.py,xi,15,xi,0.9,2,5,5,0.5,0.5,0.7,0.9,1.0,0.5,48.300002,40,11,45.999999,69.000003,21.999999,1,1,1015,0
xi\set16\xi_0.3.py,xi,16,xi,0.3,2,5,5,0.5,0.5,0.7,0.3,1.0,0.5,48.299998,40,9,45.999999,68.999997,23.00909,1,1,1016,0
xi\set16\xi_0.4.py,xi,16,xi,0.4,2,5,5,0.5,0.5,0.7,0.4,1.0,0.5,48.299998,40,9,45.999999,68.999997,23.00909,1,1,1016,0
xi\set16\xi_0.5.py,xi,16,xi,0.5,2,5,5,0.5,0.5,0.7,0.5,1.0,0.5,48.299998,40,9,45.999999,68.999997,23.00909,1,1,1016,0
xi\set16\xi_0.6.py,xi,16,xi,0.6,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,9,45.999999,68.999997,23.00909,1,1,1016,0
xi\set16\xi_0.7.py,xi,16,xi,0.7,2,5,5,0.5,0.5,0.7,0.7,1.0,0.5,48.299998,40,9,45.999999,68.999997,23.00909,1,1,1016,0
xi\set16\xi_0.8.py,xi,16,xi,0.8,2,5,5,0.5,0.5,0.7,0.8,1.0,0.5,48.299998,40,9,45.999999,68.999997,23.00909,1,1,1016,0
xi\set16\xi_0.9.py,xi,16,xi,0.9,2,5,5,0.5,0.5,0.7,0.9,1.0,0.5,48.299998,40,9,45.999999,68.999997,23.00909,1,1,1016,0
xi\set17\xi_0.3.py,xi,17,xi,0.3,2,5,5,0.5,0.5,0.7,0.3,1.0,0.5,48.300002,40,13,46.000002,69.000002,21.433334,1,1,1017,0
xi\set17\xi_0.4.py,xi,17,xi,0.4,2,5,5,0.5,0.5,0.7,0.4,1.0,0.5,48.300002,40,13,46.000002,69.000002,21.433334,1,1,1017,0
xi\set17\xi_0.5.py,xi,17,xi,0.5,2,5,5,0.5,0.5,0.7,0.5,1.0,0.5,48.300002,40,13,46.000002,69.000002,21.433334,1,1,1017,0
xi\set17\xi_0.6.py,xi,17,xi,0.6,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,13,46.000002,69.000002,21.433334,1,1,1017,0
xi\set17\xi_0.7.py,xi,17,xi,0.7,2,5,5,0.5,0.5,0.7,0.7,1.0,0.5,48.300002,40,13,46.000002,69.000002,21.433334,1,1,1017,0
xi\set17\xi_0.8.py,xi,17,xi,0.8,2,5,5,0.5,0.5,0.7,0.8,1.0,0.5,48.300002,40,13,46.000002,69.000002,21.433334,1,1,1017,0
xi\set17\xi_0.9.py,xi,17,xi,0.9,2,5,5,0.5,0.5,0.7,0.9,1.0,0.5,48.300002,40,13,46.000002,69.000002,21.433334,1,1,1017,0
xi\set18\xi_0.3.py,xi,18,xi,0.3,2,5,5,0.5,0.5,0.7,0.3,1.0,0.5,48.300003,40,10,46.000003,69.000005,22.042859,1,1,1018,0
xi\set18\xi_0.4.py,xi,18,xi,0.4,2,5,5,0.5,0.5,0.7,0.4,1.0,0.5,48.300003,40,10,46.000003,69.000005,22.042859,1,1,1018,0
xi\set18\xi_0.5.py,xi,18,xi,0.5,2,5,5,0.5,0.5,0.7,0.5,1.0,0.5,48.300003,40,10,46.000003,69.000005,22.042859,1,1,1018,0
xi\set18\xi_0.6.py,xi,18,xi,0.6,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300003,40,10,46.000003,69.000005,22.042859,1,1,1018,0
xi\set18\xi_0.7.py,xi,18,xi,0.7,2,5,5,0.5,0.5,0.7,0.7,1.0,0.5,48.300003,40,10,46.000003,69.000005,22.042859,1,1,1018,0
xi\set18\xi_0.8.py,xi,18,xi,0.8,2,5,5,0.5,0.5,0.7,0.8,1.0,0.5,48.300003,40,10,46.000003,69.000005,22.042859,1,1,1018,0
xi\set18\xi_0.9.py,xi,18,xi,0.9,2,5,5,0.5,0.5,0.7,0.9,1.0,0.5,48.300003,40,10,46.000003,69.000005,22.042859,1,1,1018,0
xi\set19\xi_0.3.py,xi,19,xi,0.3,2,5,5,0.5,0.5,0.7,0.3,1.0,0.5,48.299999,40,9,46.0,68.999999,21.433333,1,1,1019,0
xi\set19\xi_0.4.py,xi,19,xi,0.4,2,5,5,0.5,0.5,0.7,0.4,1.0,0.5,48.299999,40,9,46.0,68.999999,21.433333,1,1,1019,0
xi\set19\xi_0.5.py,xi,19,xi,0.5,2,5,5,0.5,0.5,0.7,0.5,1.0,0.5,48.299999,40,9,46.0,68.999999,21.433333,1,1,1019,0
xi\set19\xi_0.6.py,xi,19,xi,0.6,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299999,40,9,46.0,68.999999,21.433333,1,1,1019,0
xi\set19\xi_0.7.py,xi,19,xi,0.7,2,5,5,0.5,0.5,0.7,0.7,1.0,0.5,48.299999,40,9,46.0,68.999999,21.433333,1,1,1019,0
xi\set19\xi_0.8.py,xi,19,xi,0.8,2,5,5,0.5,0.5,0.7,0.8,1.0,0.5,48.299999,40,9,46.0,68.999999,21.433333,1,1,1019,0
xi\set19\xi_0.9.py,xi,19,xi,0.9,2,5,5,0.5,0.5,0.7,0.9,1.0,0.5,48.299999,40,9,46.0,68.999999,21.433333,1,1,1019,0
xi\set20\xi_0.3.py,xi,20,xi,0.3,2,5,5,0.5,0.5,0.7,0.3,1.0,0.5,48.300002,40,13,45.999999,69.000002,22.042857,1,1,1020,0
xi\set20\xi_0.4.py,xi,20,xi,0.4,2,5,5,0.5,0.5,0.7,0.4,1.0,0.5,48.300002,40,13,45.999999,69.000002,22.042857,1,1,1020,0
xi\set20\xi_0.5.py,xi,20,xi,0.5,2,5,5,0.5,0.5,0.7,0.5,1.0,0.5,48.300002,40,13,45.999999,69.000002,22.042857,1,1,1020,0
xi\set20\xi_0.6.py,xi,20,xi,0.6,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.300002,40,13,45.999999,69.000002,22.042857,1,1,1020,0
xi\set20\xi_0.7.py,xi,20,xi,0.7,2,5,5,0.5,0.5,0.7,0.7,1.0,0.5,48.300002,40,13,45.999999,69.000002,22.042857,1,1,1020,0
xi\set20\xi_0.8.py,xi,20,xi,0.8,2,5,5,0.5,0.5,0.7,0.8,1.0,0.5,48.300002,40,13,45.999999,69.000002,22.042857,1,1,1020,0
xi\set20\xi_0.9.py,xi,20,xi,0.9,2,5,5,0.5,0.5,0.7,0.9,1.0,0.5,48.300002,40,13,45.999999,69.000002,22.042857,1,1,1020,0
xi\set21\xi_0.3.py,xi,21,xi,0.3,2,5,5,0.5,0.5,0.7,0.3,1.0,0.5,48.299998,40,10,45.999999,68.999998,21.399999,1,1,1021,0
xi\set21\xi_0.4.py,xi,21,xi,0.4,2,5,5,0.5,0.5,0.7,0.4,1.0,0.5,48.299998,40,10,45.999999,68.999998,21.399999,1,1,1021,0
xi\set21\xi_0.5.py,xi,21,xi,0.5,2,5,5,0.5,0.5,0.7,0.5,1.0,0.5,48.299998,40,10,45.999999,68.999998,21.399999,1,1,1021,0
xi\set21\xi_0.6.py,xi,21,xi,0.6,2,5,5,0.5,0.5,0.7,0.6,1.0,0.5,48.299998,40,10,45.999999,68.999998,21.399999,1,1,1021,0
xi\set21\xi_0.7.py,xi,21,xi,0.7,2,5,5,0.5,0.5,0.7,0.7,1.0,0.5,48.299998,40,10,45.999999,68.999998,21.399999,1,1,1021,0
xi\set21\xi_0.8.py,xi,21,xi,0.8,2,5,5,0.5,0.5,0.7,0.8,1.0,0.5,48.299998,40,10,45.999999,68.999998,21.399999,1,1,1021,0
xi\set21\xi_0.9.py,xi,21,xi,0.9,2,5,5,0.5,0.5,0.7,0.9,1.0,0.5,48.299998,40,10,45.999999,68.999998,21.399999,1,1,1021,0
