file,sweep,regime,set,factor,value,rho,B,n_prc,n_tsk,n_frq,util_per_core,opt_ratio,u_mand_abs,u_opt_abs,H,J,e_mand_fmax,e_full_fmax,feasible,seed,redraws
energy_rho\LL\set01\rho_0.40.py,energy_rho,LL,1,rho,0.40,0.4,44.160004,2,8,8,0.2,0.5,0.4,0.2,80,23,36.800001,55.200008,1,1001,0
energy_rho\LL\set01\rho_0.50.py,energy_rho,LL,1,rho,0.50,0.5,46.000005,2,8,8,0.2,0.5,0.4,0.2,80,23,36.800001,55.200008,1,1001,0
energy_rho\LL\set01\rho_0.60.py,energy_rho,LL,1,rho,0.60,0.6,47.840005,2,8,8,0.2,0.5,0.4,0.2,80,23,36.800001,55.200008,1,1001,0
energy_rho\LL\set01\rho_0.70.py,energy_rho,LL,1,rho,0.70,0.7,49.680006,2,8,8,0.2,0.5,0.4,0.2,80,23,36.800001,55.200008,1,1001,0
energy_rho\LL\set01\rho_0.80.py,energy_rho,LL,1,rho,0.80,0.8,51.520007,2,8,8,0.2,0.5,0.4,0.2,80,23,36.800001,55.200008,1,1001,0
energy_rho\LL\set01\rho_0.90.py,energy_rho,LL,1,rho,0.90,0.9,53.360007,2,8,8,0.2,0.5,0.4,0.2,80,23,36.800001,55.200008,1,1001,0
energy_rho\LL\set01\rho_1.00.py,energy_rho,LL,1,rho,1.00,1.0,55.200008,2,8,8,0.2,0.5,0.4,0.2,80,23,36.800001,55.200008,1,1001,0
energy_rho\LL\set01\rho_1.10.py,energy_rho,LL,1,rho,1.10,1.1,57.040009,2,8,8,0.2,0.5,0.4,0.2,80,23,36.800001,55.200008,1,1001,0
energy_rho\LL\set01\rho_1.20.py,energy_rho,LL,1,rho,1.20,1.2,58.880009,2,8,8,0.2,0.5,0.4,0.2,80,23,36.800001,55.200008,1,1001,0
energy_rho\LL\set01\rho_1.30.py,energy_rho,LL,1,rho,1.30,1.3,60.72001,2,8,8,0.2,0.5,0.4,0.2,80,23,36.800001,55.200008,1,1001,0
energy_rho\LL\set01\rho_1.40.py,energy_rho,LL,1,rho,1.40,1.4,62.560011,2,8,8,0.2,0.5,0.4,0.2,80,23,36.800001,55.200008,1,1001,0
energy_rho\LL\set01\rho_1.50.py,energy_rho,LL,1,rho,1.50,1.5,64.400012,2,8,8,0.2,0.5,0.4,0.2,80,23,36.800001,55.200008,1,1001,0
energy_rho\LL\set02\rho_0.00.py,energy_rho,LL,2,rho,0.00,0.0,36.799999,2,8,8,0.2,0.5,0.4,0.2,80,32,36.799999,55.200001,1,1002,0
energy_rho\LL\set02\rho_0.10.py,energy_rho,LL,2,rho,0.10,0.1,38.639999,2,8,8,0.2,0.5,0.4,0.2,80,32,36.799999,55.200001,1,1002,0
energy_rho\LL\set02\rho_0.20.py,energy_rho,LL,2,rho,0.20,0.2,40.479999,2,8,8,0.2,0.5,0.4,0.2,80,32,36.799999,55.200001,1,1002,0
energy_rho\LL\set02\rho_0.30.py,energy_rho,LL,2,rho,0.30,0.3,42.32,2,8,8,0.2,0.5,0.4,0.2,80,32,36.799999,55.200001,1,1002,0
energy_rho\LL\set02\rho_0.40.py,energy_rho,LL,2,rho,0.40,0.4,44.16,2,8,8,0.2,0.5,0.4,0.2,80,32,36.799999,55.200001,1,1002,0
energy_rho\LL\set02\rho_0.50.py,energy_rho,LL,2,rho,0.50,0.5,46.0,2,8,8,0.2,0.5,0.4,0.2,80,32,36.799999,55.200001,1,1002,0
energy_rho\LL\set02\rho_0.60.py,energy_rho,LL,2,rho,0.60,0.6,47.84,2,8,8,0.2,0.5,0.4,0.2,80,32,36.799999,55.200001,1,1002,0
energy_rho\LL\set02\rho_0.70.py,energy_rho,LL,2,rho,0.70,0.7,49.68,2,8,8,0.2,0.5,0.4,0.2,80,32,36.799999,55.200001,1,1002,0
energy_rho\LL\set02\rho_0.80.py,energy_rho,LL,2,rho,0.80,0.8,51.520001,2,8,8,0.2,0.5,0.4,0.2,80,32,36.799999,55.200001,1,1002,0
energy_rho\LL\set02\rho_0.90.py,energy_rho,LL,2,rho,0.90,0.9,53.360001,2,8,8,0.2,0.5,0.4,0.2,80,32,36.799999,55.200001,1,1002,0
energy_rho\LL\set02\rho_1.00.py,energy_rho,LL,2,rho,1.00,1.0,55.200001,2,8,8,0.2,0.5,0.4,0.2,80,32,36.799999,55.200001,1,1002,0
energy_rho\LL\set02\rho_1.10.py,energy_rho,LL,2,rho,1.10,1.1,57.040001,2,8,8,0.2,0.5,0.4,0.2,80,32,36.799999,55.200001,1,1002,0
energy_rho\LL\set02\rho_1.20.py,energy_rho,LL,2,rho,1.20,1.2,58.880002,2,8,8,0.2,0.5,0.4,0.2,80,32,36.799999,55.200001,1,1002,0
energy_rho\LL\set02\rho_1.30.py,energy_rho,LL,2,rho,1.30,1.3,60.720002,2,8,8,0.2,0.5,0.4,0.2,80,32,36.799999,55.200001,1,1002,0
energy_rho\LL\set02\rho_1.40.py,energy_rho,LL,2,rho,1.40,1.4,62.560002,2,8,8,0.2,0.5,0.4,0.2,80,32,36.799999,55.200001,1,1002,0
energy_rho\LL\set02\rho_1.50.py,energy_rho,LL,2,rho,1.50,1.5,64.400002,2,8,8,0.2,0.5,0.4,0.2,80,32,36.799999,55.200001,1,1002,0
energy_rho\LL\set03\rho_0.00.py,energy_rho,LL,3,rho,0.00,0.0,36.800003,2,8,8,0.2,0.5,0.4,0.2,80,27,36.800003,55.200002,1,1003,0
energy_rho\LL\set03\rho_0.10.py,energy_rho,LL,3,rho,0.10,0.1,38.640003,2,8,8,0.2,0.5,0.4,0.2,80,27,36.800003,55.200002,1,1003,0
energy_rho\LL\set03\rho_0.20.py,energy_rho,LL,3,rho,0.20,0.2,40.480003,2,8,8,0.2,0.5,0.4,0.2,80,27,36.800003,55.200002,1,1003,0
energy_rho\LL\set03\rho_0.30.py,energy_rho,LL,3,rho,0.30,0.3,42.320003,2,8,8,0.2,0.5,0.4,0.2,80,27,36.800003,55.200002,1,1003,0
energy_rho\LL\set03\rho_0.40.py,energy_rho,LL,3,rho,0.40,0.4,44.160003,2,8,8,0.2,0.5,0.4,0.2,80,27,36.800003,55.200002,1,1003,0
energy_rho\LL\set03\rho_0.50.py,energy_rho,LL,3,rho,0.50,0.5,46.000003,2,8,8,0.2,0.5,0.4,0.2,80,27,36.800003,55.200002,1,1003,0
energy_rho\LL\set03\rho_0.60.py,energy_rho,LL,3,rho,0.60,0.6,47.840003,2,8,8,0.2,0.5,0.4,0.2,80,27,36.800003,55.200002,1,1003,0
energy_rho\LL\set03\rho_0.70.py,energy_rho,LL,3,rho,0.70,0.7,49.680003,2,8,8,0.2,0.5,0.4,0.2,80,27,36.800003,55.200002,1,1003,0
energy_rho\LL\set03\rho_0.80.py,energy_rho,LL,3,rho,0.80,0.8,51.520003,2,8,8,0.2,0.5,0.4,0.2,80,27,36.800003,55.200002,1,1003,0
energy_rho\LL\set03\rho_0.90.py,energy_rho,LL,3,rho,0.90,0.9,53.360002,2,8,8,0.2,0.5,0.4,0.2,80,27,36.800003,55.200002,1,1003,0
energy_rho\LL\set03\rho_1.00.py,energy_rho,LL,3,rho,1.00,1.0,55.200002,2,8,8,0.2,0.5,0.4,0.2,80,27,36.800003,55.200002,1,1003,0
energy_rho\LL\set03\rho_1.10.py,energy_rho,LL,3,rho,1.10,1.1,57.040002,2,8,8,0.2,0.5,0.4,0.2,80,27,36.800003,55.200002,1,1003,0
energy_rho\LL\set03\rho_1.20.py,energy_rho,LL,3,rho,1.20,1.2,58.880002,2,8,8,0.2,0.5,0.4,0.2,80,27,36.800003,55.200002,1,1003,0
energy_rho\LL\set03\rho_1.30.py,energy_rho,LL,3,rho,1.30,1.3,60.720002,2,8,8,0.2,0.5,0.4,0.2,80,27,36.800003,55.200002,1,1003,0
energy_rho\LL\set03\rho_1.40.py,energy_rho,LL,3,rho,1.40,1.4,62.560002,2,8,8,0.2,0.5,0.4,0.2,80,27,36.800003,55.200002,1,1003,0
energy_rho\LL\set03\rho_1.50.py,energy_rho,LL,3,rho,1.50,1.5,64.400002,2,8,8,0.2,0.5,0.4,0.2,80,27,36.800003,55.200002,1,1003,0
energy_rho\LL\set04\rho_0.00.py,energy_rho,LL,4,rho,0.00,0.0,36.799998,2,8,8,0.2,0.5,0.4,0.2,80,33,36.799998,55.199991,1,1004,0
energy_rho\LL\set04\rho_0.10.py,energy_rho,LL,4,rho,0.10,0.1,38.639997,2,8,8,0.2,0.5,0.4,0.2,80,33,36.799998,55.199991,1,1004,0
energy_rho\LL\set04\rho_0.20.py,energy_rho,LL,4,rho,0.20,0.2,40.479996,2,8,8,0.2,0.5,0.4,0.2,80,33,36.799998,55.199991,1,1004,0
energy_rho\LL\set04\rho_0.30.py,energy_rho,LL,4,rho,0.30,0.3,42.319996,2,8,8,0.2,0.5,0.4,0.2,80,33,36.799998,55.199991,1,1004,0
energy_rho\LL\set04\rho_0.40.py,energy_rho,LL,4,rho,0.40,0.4,44.159995,2,8,8,0.2,0.5,0.4,0.2,80,33,36.799998,55.199991,1,1004,0
energy_rho\LL\set04\rho_0.50.py,energy_rho,LL,4,rho,0.50,0.5,45.999994,2,8,8,0.2,0.5,0.4,0.2,80,33,36.799998,55.199991,1,1004,0
energy_rho\LL\set04\rho_0.60.py,energy_rho,LL,4,rho,0.60,0.6,47.839994,2,8,8,0.2,0.5,0.4,0.2,80,33,36.799998,55.199991,1,1004,0
energy_rho\LL\set04\rho_0.70.py,energy_rho,LL,4,rho,0.70,0.7,49.679993,2,8,8,0.2,0.5,0.4,0.2,80,33,36.799998,55.199991,1,1004,0
energy_rho\LL\set04\rho_0.80.py,energy_rho,LL,4,rho,0.80,0.8,51.519992,2,8,8,0.2,0.5,0.4,0.2,80,33,36.799998,55.199991,1,1004,0
energy_rho\LL\set04\rho_0.90.py,energy_rho,LL,4,rho,0.90,0.9,53.359991,2,8,8,0.2,0.5,0.4,0.2,80,33,36.799998,55.199991,1,1004,0
energy_rho\LL\set04\rho_1.00.py,energy_rho,LL,4,rho,1.00,1.0,55.199991,2,8,8,0.2,0.5,0.4,0.2,80,33,36.799998,55.199991,1,1004,0
energy_rho\LL\set04\rho_1.10.py,energy_rho,LL,4,rho,1.10,1.1,57.03999,2,8,8,0.2,0.5,0.4,0.2,80,33,36.799998,55.199991,1,1004,0
energy_rho\LL\set04\rho_1.20.py,energy_rho,LL,4,rho,1.20,1.2,58.879989,2,8,8,0.2,0.5,0.4,0.2,80,33,36.799998,55.199991,1,1004,0
energy_rho\LL\set04\rho_1.30.py,energy_rho,LL,4,rho,1.30,1.3,60.719989,2,8,8,0.2,0.5,0.4,0.2,80,33,36.799998,55.199991,1,1004,0
energy_rho\LL\set04\rho_1.40.py,energy_rho,LL,4,rho,1.40,1.4,62.559988,2,8,8,0.2,0.5,0.4,0.2,80,33,36.799998,55.199991,1,1004,0
energy_rho\LL\set04\rho_1.50.py,energy_rho,LL,4,rho,1.50,1.5,64.399987,2,8,8,0.2,0.5,0.4,0.2,80,33,36.799998,55.199991,1,1004,0
energy_rho\LL\set05\rho_0.00.py,energy_rho,LL,5,rho,0.00,0.0,36.800006,2,8,8,0.2,0.5,0.4,0.2,80,30,36.800006,55.200002,1,1005,0
energy_rho\LL\set05\rho_0.10.py,energy_rho,LL,5,rho,0.10,0.1,38.640005,2,8,8,0.2,0.5,0.4,0.2,80,30,36.800006,55.200002,1,1005,0
energy_rho\LL\set05\rho_0.20.py,energy_rho,LL,5,rho,0.20,0.2,40.480005,2,8,8,0.2,0.5,0.4,0.2,80,30,36.800006,55.200002,1,1005,0
energy_rho\LL\set05\rho_0.30.py,energy_rho,LL,5,rho,0.30,0.3,42.320005,2,8,8,0.2,0.5,0.4,0.2,80,30,36.800006,55.200002,1,1005,0
energy_rho\LL\set05\rho_0.40.py,energy_rho,LL,5,rho,0.40,0.4,44.160004,2,8,8,0.2,0.5,0.4,0.2,80,30,36.800006,55.200002,1,1005,0
energy_rho\LL\set05\rho_0.50.py,energy_rho,LL,5,rho,0.50,0.5,46.000004,2,8,8,0.2,0.5,0.4,0.2,80,30,36.800006,55.200002,1,1005,0
energy_rho\LL\set05\rho_0.60.py,energy_rho,LL,5,rho,0.60,0.6,47.840004,2,8,8,0.2,0.5,0.4,0.2,80,30,36.800006,55.200002,1,1005,0
energy_rho\LL\set05\rho_0.70.py,energy_rho,LL,5,rho,0.70,0.7,49.680003,2,8,8,0.2,0.5,0.4,0.2,80,30,36.800006,55.200002,1,1005,0
energy_rho\LL\set05\rho_0.80.py,energy_rho,LL,5,rho,0.80,0.8,51.520003,2,8,8,0.2,0.5,0.4,0.2,80,30,36.800006,55.200002,1,1005,0
energy_rho\LL\set05\rho_0.90.py,energy_rho,LL,5,rho,0.90,0.9,53.360003,2,8,8,0.2,0.5,0.4,0.2,80,30,36.800006,55.200002,1,1005,0
energy_rho\LL\set05\rho_1.00.py,energy_rho,LL,5,rho,1.00,1.0,55.200002,2,8,8,0.2,0.5,0.4,0.2,80,30,36.800006,55.200002,1,1005,0
energy_rho\LL\set05\rho_1.10.py,energy_rho,LL,5,rho,1.10,1.1,57.040002,2,8,8,0.2,0.5,0.4,0.2,80,30,36.800006,55.200002,1,1005,0
energy_rho\LL\set05\rho_1.20.py,energy_rho,LL,5,rho,1.20,1.2,58.880002,2,8,8,0.2,0.5,0.4,0.2,80,30,36.800006,55.200002,1,1005,0
energy_rho\LL\set05\rho_1.30.py,energy_rho,LL,5,rho,1.30,1.3,60.720001,2,8,8,0.2,0.5,0.4,0.2,80,30,36.800006,55.200002,1,1005,0
energy_rho\LL\set05\rho_1.40.py,energy_rho,LL,5,rho,1.40,1.4,62.560001,2,8,8,0.2,0.5,0.4,0.2,80,30,36.800006,55.200002,1,1005,0
energy_rho\LL\set05\rho_1.50.py,energy_rho,LL,5,rho,1.50,1.5,64.400001,2,8,8,0.2,0.5,0.4,0.2,80,30,36.800006,55.200002,1,1005,0
energy_rho\LL\set06\rho_0.00.py,energy_rho,LL,6,rho,0.00,0.0,36.799994,2,8,8,0.2,0.5,0.4,0.2,80,30,36.799994,55.2,1,1006,0
energy_rho\LL\set06\rho_0.10.py,energy_rho,LL,6,rho,0.10,0.1,38.639995,2,8,8,0.2,0.5,0.4,0.2,80,30,36.799994,55.2,1,1006,0
energy_rho\LL\set06\rho_0.20.py,energy_rho,LL,6,rho,0.20,0.2,40.479995,2,8,8,0.2,0.5,0.4,0.2,80,30,36.799994,55.2,1,1006,0
energy_rho\LL\set06\rho_0.30.py,energy_rho,LL,6,rho,0.30,0.3,42.319996,2,8,8,0.2,0.5,0.4,0.2,80,30,36.799994,55.2,1,1006,0
energy_rho\LL\set06\rho_0.40.py,energy_rho,LL,6,rho,0.40,0.4,44.159997,2,8,8,0.2,0.5,0.4,0.2,80,30,36.799994,55.2,1,1006,0
energy_rho\LL\set06\rho_0.50.py,energy_rho,LL,6,rho,0.50,0.5,45.999997,2,8,8,0.2,0.5,0.4,0.2,80,30,36.799994,55.2,1,1006,0
energy_rho\LL\set06\rho_0.60.py,energy_rho,LL,6,rho,0.60,0.6,47.839998,2,8,8,0.2,0.5,0.4,0.2,80,30,36.799994,55.2,1,1006,0
energy_rho\LL\set06\rho_0.70.py,energy_rho,LL,6,rho,0.70,0.7,49.679998,2,8,8,0.2,0.5,0.4,0.2,80,30,36.799994,55.2,1,1006,0
energy_rho\LL\set06\rho_0.80.py,energy_rho,LL,6,rho,0.80,0.8,51.519999,2,8,8,0.2,0.5,0.4,0.2,80,30,36.799994,55.2,1,1006,0
energy_rho\LL\set06\rho_0.90.py,energy_rho,LL,6,rho,0.90,0.9,53.359999,2,8,8,0.2,0.5,0.4,0.2,80,30,36.799994,55.2,1,1006,0
energy_rho\LL\set06\rho_1.00.py,energy_rho,LL,6,rho,1.00,1.0,55.2,2,8,8,0.2,0.5,0.4,0.2,80,30,36.799994,55.2,1,1006,0
energy_rho\LL\set06\rho_1.10.py,energy_rho,LL,6,rho,1.10,1.1,57.040001,2,8,8,0.2,0.5,0.4,0.2,80,30,36.799994,55.2,1,1006,0
energy_rho\LL\set06\rho_1.20.py,energy_rho,LL,6,rho,1.20,1.2,58.880001,2,8,8,0.2,0.5,0.4,0.2,80,30,36.799994,55.2,1,1006,0
energy_rho\LL\set06\rho_1.30.py,energy_rho,LL,6,rho,1.30,1.3,60.720002,2,8,8,0.2,0.5,0.4,0.2,80,30,36.799994,55.2,1,1006,0
energy_rho\LL\set06\rho_1.40.py,energy_rho,LL,6,rho,1.40,1.4,62.560002,2,8,8,0.2,0.5,0.4,0.2,80,30,36.799994,55.2,1,1006,0
energy_rho\LL\set06\rho_1.50.py,energy_rho,LL,6,rho,1.50,1.5,64.400003,2,8,8,0.2,0.5,0.4,0.2,80,30,36.799994,55.2,1,1006,0
energy_rho\LL\set07\rho_0.00.py,energy_rho,LL,7,rho,0.00,0.0,36.800005,2,8,8,0.2,0.5,0.4,0.2,80,36,36.800005,55.200009,1,1007,0
energy_rho\LL\set07\rho_0.10.py,energy_rho,LL,7,rho,0.10,0.1,38.640005,2,8,8,0.2,0.5,0.4,0.2,80,36,36.800005,55.200009,1,1007,0
energy_rho\LL\set07\rho_0.20.py,energy_rho,LL,7,rho,0.20,0.2,40.480006,2,8,8,0.2,0.5,0.4,0.2,80,36,36.800005,55.200009,1,1007,0
energy_rho\LL\set07\rho_0.30.py,energy_rho,LL,7,rho,0.30,0.3,42.320006,2,8,8,0.2,0.5,0.4,0.2,80,36,36.800005,55.200009,1,1007,0
energy_rho\LL\set07\rho_0.40.py,energy_rho,LL,7,rho,0.40,0.4,44.160006,2,8,8,0.2,0.5,0.4,0.2,80,36,36.800005,55.200009,1,1007,0
energy_rho\LL\set07\rho_0.50.py,energy_rho,LL,7,rho,0.50,0.5,46.000007,2,8,8,0.2,0.5,0.4,0.2,80,36,36.800005,55.200009,1,1007,0
energy_rho\LL\set07\rho_0.60.py,energy_rho,LL,7,rho,0.60,0.6,47.840007,2,8,8,0.2,0.5,0.4,0.2,80,36,36.800005,55.200009,1,1007,0
energy_rho\LL\set07\rho_0.70.py,energy_rho,LL,7,rho,0.70,0.7,49.680008,2,8,8,0.2,0.5,0.4,0.2,80,36,36.800005,55.200009,1,1007,0
energy_rho\LL\set07\rho_0.80.py,energy_rho,LL,7,rho,0.80,0.8,51.520008,2,8,8,0.2,0.5,0.4,0.2,80,36,36.800005,55.200009,1,1007,0
energy_rho\LL\set07\rho_0.90.py,energy_rho,LL,7,rho,0.90,0.9,53.360009,2,8,8,0.2,0.5,0.4,0.2,80,36,36.800005,55.200009,1,1007,0
energy_rho\LL\set07\rho_1.00.py,energy_rho,LL,7,rho,1.00,1.0,55.200009,2,8,8,0.2,0.5,0.4,0.2,80,36,36.800005,55.200009,1,1007,0
energy_rho\LL\set07\rho_1.10.py,energy_rho,LL,7,rho,1.10,1.1,57.04001,2,8,8,0.2,0.5,0.4,0.2,80,36,36.800005,55.200009,1,1007,0
energy_rho\LL\set07\rho_1.20.py,energy_rho,LL,7,rho,1.20,1.2,58.88001,2,8,8,0.2,0.5,0.4,0.2,80,36,36.800005,55.200009,1,1007,0
energy_rho\LL\set07\rho_1.30.py,energy_rho,LL,7,rho,1.30,1.3,60.720011,2,8,8,0.2,0.5,0.4,0.2,80,36,36.800005,55.200009,1,1007,0
energy_rho\LL\set07\rho_1.40.py,energy_rho,LL,7,rho,1.40,1.4,62.560011,2,8,8,0.2,0.5,0.4,0.2,80,36,36.800005,55.200009,1,1007,0
energy_rho\LL\set07\rho_1.50.py,energy_rho,LL,7,rho,1.50,1.5,64.400012,2,8,8,0.2,0.5,0.4,0.2,80,36,36.800005,55.200009,1,1007,0
energy_rho\LL\set08\rho_0.00.py,energy_rho,LL,8,rho,0.00,0.0,36.8,2,8,8,0.2,0.5,0.4,0.2,80,37,36.8,55.200013,1,1008,0
energy_rho\LL\set08\rho_0.10.py,energy_rho,LL,8,rho,0.10,0.1,38.640001,2,8,8,0.2,0.5,0.4,0.2,80,37,36.8,55.200013,1,1008,0
energy_rho\LL\set08\rho_0.20.py,energy_rho,LL,8,rho,0.20,0.2,40.480003,2,8,8,0.2,0.5,0.4,0.2,80,37,36.8,55.200013,1,1008,0
energy_rho\LL\set08\rho_0.30.py,energy_rho,LL,8,rho,0.30,0.3,42.320004,2,8,8,0.2,0.5,0.4,0.2,80,37,36.8,55.200013,1,1008,0
energy_rho\LL\set08\rho_0.40.py,energy_rho,LL,8,rho,0.40,0.4,44.160005,2,8,8,0.2,0.5,0.4,0.2,80,37,36.8,55.200013,1,1008,0
energy_rho\LL\set08\rho_0.50.py,energy_rho,LL,8,rho,0.50,0.5,46.000006,2,8,8,0.2,0.5,0.4,0.2,80,37,36.8,55.200013,1,1008,0
energy_rho\LL\set08\rho_0.60.py,energy_rho,LL,8,rho,0.60,0.6,47.840008,2,8,8,0.2,0.5,0.4,0.2,80,37,36.8,55.200013,1,1008,0
energy_rho\LL\set08\rho_0.70.py,energy_rho,LL,8,rho,0.70,0.7,49.680009,2,8,8,0.2,0.5,0.4,0.2,80,37,36.8,55.200013,1,1008,0
energy_rho\LL\set08\rho_0.80.py,energy_rho,LL,8,rho,0.80,0.8,51.52001,2,8,8,0.2,0.5,0.4,0.2,80,37,36.8,55.200013,1,1008,0
energy_rho\LL\set08\rho_0.90.py,energy_rho,LL,8,rho,0.90,0.9,53.360011,2,8,8,0.2,0.5,0.4,0.2,80,37,36.8,55.200013,1,1008,0
energy_rho\LL\set08\rho_1.00.py,energy_rho,LL,8,rho,1.00,1.0,55.200013,2,8,8,0.2,0.5,0.4,0.2,80,37,36.8,55.200013,1,1008,0
energy_rho\LL\set08\rho_1.10.py,energy_rho,LL,8,rho,1.10,1.1,57.040014,2,8,8,0.2,0.5,0.4,0.2,80,37,36.8,55.200013,1,1008,0
energy_rho\LL\set08\rho_1.20.py,energy_rho,LL,8,rho,1.20,1.2,58.880015,2,8,8,0.2,0.5,0.4,0.2,80,37,36.8,55.200013,1,1008,0
energy_rho\LL\set08\rho_1.30.py,energy_rho,LL,8,rho,1.30,1.3,60.720016,2,8,8,0.2,0.5,0.4,0.2,80,37,36.8,55.200013,1,1008,0
energy_rho\LL\set08\rho_1.40.py,energy_rho,LL,8,rho,1.40,1.4,62.560018,2,8,8,0.2,0.5,0.4,0.2,80,37,36.8,55.200013,1,1008,0
energy_rho\LL\set08\rho_1.50.py,energy_rho,LL,8,rho,1.50,1.5,64.400019,2,8,8,0.2,0.5,0.4,0.2,80,37,36.8,55.200013,1,1008,0
energy_rho\LL\set09\rho_0.00.py,energy_rho,LL,9,rho,0.00,0.0,36.800002,2,8,8,0.2,0.5,0.4,0.2,80,33,36.800002,55.200005,1,1009,0
energy_rho\LL\set09\rho_0.10.py,energy_rho,LL,9,rho,0.10,0.1,38.640003,2,8,8,0.2,0.5,0.4,0.2,80,33,36.800002,55.200005,1,1009,0
energy_rho\LL\set09\rho_0.20.py,energy_rho,LL,9,rho,0.20,0.2,40.480003,2,8,8,0.2,0.5,0.4,0.2,80,33,36.800002,55.200005,1,1009,0
energy_rho\LL\set09\rho_0.30.py,energy_rho,LL,9,rho,0.30,0.3,42.320003,2,8,8,0.2,0.5,0.4,0.2,80,33,36.800002,55.200005,1,1009,0
energy_rho\LL\set09\rho_0.40.py,energy_rho,LL,9,rho,0.40,0.4,44.160003,2,8,8,0.2,0.5,0.4,0.2,80,33,36.800002,55.200005,1,1009,0
energy_rho\LL\set09\rho_0.50.py,energy_rho,LL,9,rho,0.50,0.5,46.000003,2,8,8,0.2,0.5,0.4,0.2,80,33,36.800002,55.200005,1,1009,0
energy_rho\LL\set09\rho_0.60.py,energy_rho,LL,9,rho,0.60,0.6,47.840004,2,8,8,0.2,0.5,0.4,0.2,80,33,36.800002,55.200005,1,1009,0
energy_rho\LL\set09\rho_0.70.py,energy_rho,LL,9,rho,0.70,0.7,49.680004,2,8,8,0.2,0.5,0.4,0.2,80,33,36.800002,55.200005,1,1009,0
