file,sweep,regime,set,factor,value,rho,B,n_prc,n_tsk,n_frq,util_per_core,opt_ratio,u_mand_abs,u_opt_abs,H,J,e_mand_fmax,e_full_fmax,feasible,seed,redraws
util_success\success\set04\util_per_core_0.60.py,util_success,success,4,util_per_core,0.60,1.0,143.519998,2,8,8,0.6,0.3,1.2,0.36,80,33,110.400001,143.519998,1,1004,0
util_success\success\set04\util_per_core_0.70.py,util_success,success,4,util_per_core,0.70,1.0,167.439998,2,8,8,0.7,0.3,1.4,0.42,80,33,128.799999,167.439998,1,1004,0
util_success\success\set04\util_per_core_0.80.py,util_success,success,4,util_per_core,0.80,1.0,191.359993,2,8,8,0.8,0.3,1.6,0.48,80,36,147.200002,191.359993,1,1004,0
util_success\success\set04\util_per_core_0.90.py,util_success,success,4,util_per_core,0.90,1.0,215.280025,2,8,8,0.9,0.3,1.8,0.54,80,36,165.600013,215.280025,1,1004,0
util_success\success\set04\util_per_core_1.00.py,util_success,success,4,util_per_core,1.00,1.0,239.199985,2,8,8,1.0,0.3,2.0,0.6,80,36,183.999993,239.199985,0,1004,0
util_success\success\set04\util_per_core_1.10.py,util_success,success,4,util_per_core,1.10,1.0,263.119999,2,8,8,1.1,0.3,2.2,0.66,80,35,202.399997,263.119999,0,1004,0
util_success\success\set05\util_per_core_0.30.py,util_success,success,5,util_per_core,0.30,1.0,71.760006,2,8,8,0.3,0.3,0.6,0.18,80,30,55.200006,71.760006,1,1005,0
util_success\success\set05\util_per_core_0.40.py,util_success,success,5,util_per_core,0.40,1.0,95.680002,2,8,8,0.4,0.3,0.8,0.24,80,30,73.6,95.680002,1,1005,0
util_success\success\set05\util_per_core_0.50.py,util_success,success,5,util_per_core,0.50,1.0,119.600003,2,8,8,0.5,0.3,1.0,0.3,80,30,92.000002,119.600003,1,1005,0
util_success\success\set05\util_per_core_0.60.py,util_success,success,5,util_per_core,0.60,1.0,143.519999,2,8,8,0.6,0.3,1.2,0.36,80,30,110.400003,143.519999,1,1005,0
util_success\success\set05\util_per_core_0.70.py,util_success,success,5,util_per_core,0.70,1.0,167.439994,2,8,8,0.7,0.3,1.4,0.42,80,35,128.799999,167.439994,1,1005,0
util_success\success\set05\util_per_core_0.80.py,util_success,success,5,util_per_core,0.80,1.0,191.359992,2,8,8,0.8,0.3,1.6,0.48,80,35,147.199997,191.359992,1,1005,0
util_success\success\set05\util_per_core_0.90.py,util_success,success,5,util_per_core,0.90,1.0,215.279986,2,8,8,0.9,0.3,1.8,0.54,80,29,165.599999,215.279986,1,1005,0
util_success\success\set05\util_per_core_1.00.py,util_success,success,5,util_per_core,1.00,1.0,239.19999,2,8,8,1.0,0.3,2.0,0.6,80,30,183.999999,239.19999,0,1005,0
util_success\success\set05\util_per_core_1.10.py,util_success,success,5,util_per_core,1.10,1.0,263.119985,2,8,8,1.1,0.3,2.2,0.66,80,28,202.399993,263.119985,0,1005,0
util_success\success\set06\util_per_core_0.30.py,util_success,success,6,util_per_core,0.30,1.0,71.760023,2,8,8,0.3,0.3,0.6,0.18,80,30,55.200003,71.760023,1,1006,0
util_success\success\set06\util_per_core_0.40.py,util_success,success,6,util_per_core,0.40,1.0,95.680001,2,8,8,0.4,0.3,0.8,0.24,80,30,73.600002,95.680001,1,1006,0
util_success\success\set06\util_per_core_0.50.py,util_success,success,6,util_per_core,0.50,1.0,119.599992,2,8,8,0.5,0.3,1.0,0.3,80,30,92.000001,119.599992,1,1006,0
util_success\success\set06\util_per_core_0.60.py,util_success,success,6,util_per_core,0.60,1.0,143.51999,2,8,8,0.6,0.3,1.2,0.36,80,30,110.400003,143.51999,1,1006,0
util_success\success\set06\util_per_core_0.70.py,util_success,success,6,util_per_core,0.70,1.0,167.440002,2,8,8,0.7,0.3,1.4,0.42,80,35,128.799995,167.440002,1,1006,0
util_success\success\set06\util_per_core_0.80.py,util_success,success,6,util_per_core,0.80,1.0,191.359994,2,8,8,0.8,0.3,1.6,0.48,80,35,147.199998,191.359994,1,1006,0
util_success\success\set06\util_per_core_0.90.py,util_success,success,6,util_per_core,0.90,1.0,215.280005,2,8,8,0.9,0.3,1.8,0.54,80,35,165.6,215.280005,1,1006,0
util_success\success\set06\util_per_core_1.00.py,util_success,success,6,util_per_core,1.00,1.0,239.200002,2,8,8,1.0,0.3,2.0,0.6,80,34,184.000007,239.200002,0,1006,0
util_success\success\set06\util_per_core_1.10.py,util_success,success,6,util_per_core,1.10,1.0,263.119979,2,8,8,1.1,0.3,2.2,0.66,80,34,202.39999,263.119979,0,1006,0
util_success\success\set07\util_per_core_0.30.py,util_success,success,7,util_per_core,0.30,1.0,71.760003,2,8,8,0.3,0.3,0.6,0.18,80,36,55.200007,71.760003,1,1007,0
util_success\success\set07\util_per_core_0.40.py,util_success,success,7,util_per_core,0.40,1.0,95.679993,2,8,8,0.4,0.3,0.8,0.24,80,36,73.6,95.679993,1,1007,0
util_success\success\set07\util_per_core_0.50.py,util_success,success,7,util_per_core,0.50,1.0,119.600014,2,8,8,0.5,0.3,1.0,0.3,80,32,91.999998,119.600014,1,1007,0
util_success\success\set07\util_per_core_0.60.py,util_success,success,7,util_per_core,0.60,1.0,143.520006,2,8,8,0.6,0.3,1.2,0.36,80,32,110.399998,143.520006,1,1007,0
util_success\success\set07\util_per_core_0.70.py,util_success,success,7,util_per_core,0.70,1.0,167.440006,2,8,8,0.7,0.3,1.4,0.42,80,22,128.8,167.440006,1,1007,0
util_success\success\set07\util_per_core_0.80.py,util_success,success,7,util_per_core,0.80,1.0,191.359974,2,8,8,0.8,0.3,1.6,0.48,80,33,147.19999,191.359974,1,1007,0
util_success\success\set07\util_per_core_0.90.py,util_success,success,7,util_per_core,0.90,1.0,215.280001,2,8,8,0.9,0.3,1.8,0.54,80,33,165.600005,215.280001,1,1007,0
util_success\success\set07\util_per_core_1.00.py,util_success,success,7,util_per_core,1.00,1.0,239.200005,2,8,8,1.0,0.3,2.0,0.6,80,30,184.000001,239.200005,0,1007,0
util_success\success\set07\util_per_core_1.10.py,util_success,success,7,util_per_core,1.10,1.0,263.120005,2,8,8,1.1,0.3,2.2,0.66,80,30,202.40001,263.120005,0,1007,0
util_success\success\set08\util_per_core_0.30.py,util_success,success,8,util_per_core,0.30,1.0,71.759993,2,8,8,0.3,0.3,0.6,0.18,80,37,55.200008,71.759993,1,1008,0
util_success\success\set08\util_per_core_0.40.py,util_success,success,8,util_per_core,0.40,1.0,95.679983,2,8,8,0.4,0.3,0.8,0.24,80,37,73.6,95.679983,1,1008,0
util_success\success\set08\util_per_core_0.50.py,util_success,success,8,util_per_core,0.50,1.0,119.599999,2,8,8,0.5,0.3,1.0,0.3,80,24,91.999993,119.599999,1,1008,0
util_success\success\set08\util_per_core_0.60.py,util_success,success,8,util_per_core,0.60,1.0,143.520013,2,8,8,0.6,0.3,1.2,0.36,80,24,110.399998,143.520013,1,1008,0
util_success\success\set08\util_per_core_0.70.py,util_success,success,8,util_per_core,0.70,1.0,167.440006,2,8,8,0.7,0.3,1.4,0.42,80,37,128.800002,167.440006,1,1008,0
util_success\success\set08\util_per_core_0.80.py,util_success,success,8,util_per_core,0.80,1.0,191.359991,2,8,8,0.8,0.3,1.6,0.48,80,37,147.199998,191.359991,1,1008,0
util_success\success\set08\util_per_core_0.90.py,util_success,success,8,util_per_core,0.90,1.0,215.279995,2,8,8,0.9,0.3,1.8,0.54,80,37,165.600001,215.279995,1,1008,0
util_success\success\set08\util_per_core_1.00.py,util_success,success,8,util_per_core,1.00,1.0,239.199995,2,8,8,1.0,0.3,2.0,0.6,80,37,183.999999,239.199995,0,1008,0
util_success\success\set08\util_per_core_1.10.py,util_success,success,8,util_per_core,1.10,1.0,263.119998,2,8,8,1.1,0.3,2.2,0.66,80,21,202.400006,263.119998,0,1008,0
util_success\success\set09\util_per_core_0.30.py,util_success,success,9,util_per_core,0.30,1.0,71.759985,2,8,8,0.3,0.3,0.6,0.18,80,33,55.199999,71.759985,1,1009,0
util_success\success\set09\util_per_core_0.40.py,util_success,success,9,util_per_core,0.40,1.0,95.679994,2,8,8,0.4,0.3,0.8,0.24,80,33,73.600001,95.679994,1,1009,0
util_success\success\set09\util_per_core_0.50.py,util_success,success,9,util_per_core,0.50,1.0,119.599994,2,8,8,0.5,0.3,1.0,0.3,80,33,91.999992,119.599994,1,1009,0
util_success\success\set09\util_per_core_0.60.py,util_success,success,9,util_per_core,0.60,1.0,143.52001,2,8,8,0.6,0.3,1.2,0.36,80,33,110.400001,143.52001,1,1009,0
util_success\success\set09\util_per_core_0.70.py,util_success,success,9,util_per_core,0.70,1.0,167.439998,2,8,8,0.7,0.3,1.4,0.42,80,33,128.799999,167.439998,1,1009,0
util_success\success\set09\util_per_core_0.80.py,util_success,success,9,util_per_core,0.80,1.0,191.360005,2,8,8,0.8,0.3,1.6,0.48,80,33,147.199999,191.360005,1,1009,0
util_success\success\set09\util_per_core_0.90.py,util_success,success,9,util_per_core,0.90,1.0,215.279988,2,8,8,0.9,0.3,1.8,0.54,80,28,165.6,215.279988,1,1009,0
util_success\success\set09\util_per_core_1.00.py,util_success,success,9,util_per_core,1.00,1.0,239.199989,2,8,8,1.0,0.3,2.0,0.6,80,27,183.999993,239.199989,0,1009,0
util_success\success\set09\util_per_core_1.10.py,util_success,success,9,util_per_core,1.10,1.0,263.119985,2,8,8,1.1,0.3,2.2,0.66,80,27,202.399995,263.119985,0,1009,0
util_success\success\set10\util_per_core_0.30.py,util_success,success,10,util_per_core,0.30,1.0,71.760016,2,8,8,0.3,0.3,0.6,0.18,80,31,55.200005,71.760016,1,1010,0
util_success\success\set10\util_per_core_0.40.py,util_success,success,10,util_per_core,0.40,1.0,95.680013,2,8,8,0.4,0.3,0.8,0.24,80,31,73.600005,95.680013,1,1010,0
util_success\success\set10\util_per_core_0.50.py,util_success,success,10,util_per_core,0.50,1.0,119.600015,2,8,8,0.5,0.3,1.0,0.3,80,31,92.000005,119.600015,1,1010,0
util_success\success\set10\util_per_core_0.60.py,util_success,success,10,util_per_core,0.60,1.0,143.52,2,8,8,0.6,0.3,1.2,0.36,80,31,110.400005,143.52,1,1010,0
util_success\success\set10\util_per_core_0.70.py,util_success,success,10,util_per_core,0.70,1.0,167.440003,2,8,8,0.7,0.3,1.4,0.42,80,31,128.8,167.440003,1,1010,0
util_success\success\set10\util_per_core_0.80.py,util_success,success,10,util_per_core,0.80,1.0,191.359989,2,8,8,0.8,0.3,1.6,0.48,80,23,147.199994,191.359989,1,1010,0
util_success\success\set10\util_per_core_0.90.py,util_success,success,10,util_per_core,0.90,1.0,215.280006,2,8,8,0.9,0.3,1.8,0.54,80,23,165.600005,215.280006,1,1010,0
util_success\success\set10\util_per_core_1.00.py,util_success,success,10,util_per_core,1.00,1.0,239.2,2,8,8,1.0,0.3,2.0,0.6,80,21,184.000002,239.2,0,1010,0
util_success\success\set10\util_per_core_1.10.py,util_success,success,10,util_per_core,1.10,1.0,263.120006,2,8,8,1.1,0.3,2.2,0.66,80,21,202.400001,263.120006,0,1010,0
util_success\success\set11\util_per_core_0.30.py,util_success,success,11,util_per_core,0.30,1.0,71.760012,2,8,8,0.3,0.3,0.6,0.18,80,30,55.200007,71.760012,1,1011,0
util_success\success\set11\util_per_core_0.40.py,util_success,success,11,util_per_core,0.40,1.0,95.679989,2,8,8,0.4,0.3,0.8,0.24,80,30,73.59999,95.679989,1,1011,0
util_success\success\set11\util_per_core_0.50.py,util_success,success,11,util_per_core,0.50,1.0,119.599994,2,8,8,0.5,0.3,1.0,0.3,80,30,92.0,119.599994,1,1011,0
util_success\success\set11\util_per_core_0.60.py,util_success,success,11,util_per_core,0.60,1.0,143.520001,2,8,8,0.6,0.3,1.2,0.36,80,30,110.399997,143.520001,1,1011,0
util_success\success\set11\util_per_core_0.70.py,util_success,success,11,util_per_core,0.70,1.0,167.440005,2,8,8,0.7,0.3,1.4,0.42,80,30,128.799997,167.440005,1,1011,0
util_success\success\set11\util_per_core_0.80.py,util_success,success,11,util_per_core,0.80,1.0,191.359984,2,8,8,0.8,0.3,1.6,0.48,80,30,147.199997,191.359984,1,1011,0
util_success\success\set11\util_per_core_0.90.py,util_success,success,11,util_per_core,0.90,1.0,215.279997,2,8,8,0.9,0.3,1.8,0.54,80,30,165.600001,215.279997,1,1011,0
util_success\success\set11\util_per_core_1.00.py,util_success,success,11,util_per_core,1.00,1.0,239.200008,2,8,8,1.0,0.3,2.0,0.6,80,43,184.000005,239.200008,0,1011,0
util_success\success\set11\util_per_core_1.10.py,util_success,success,11,util_per_core,1.10,1.0,263.120005,2,8,8,1.1,0.3,2.2,0.66,80,43,202.399997,263.120005,0,1011,0
util_success\success\set12\util_per_core_0.30.py,util_success,success,12,util_per_core,0.30,1.0,71.759993,2,8,8,0.3,0.3,0.6,0.18,80,25,55.199995,71.759993,1,1012,0
util_success\success\set12\util_per_core_0.40.py,util_success,success,12,util_per_core,0.40,1.0,95.67999,2,8,8,0.4,0.3,0.8,0.24,80,25,73.599994,95.67999,1,1012,0
util_success\success\set12\util_per_core_0.50.py,util_success,success,12,util_per_core,0.50,1.0,119.6,2,8,8,0.5,0.3,1.0,0.3,80,25,92.000002,119.6,1,1012,0
util_success\success\set12\util_per_core_0.60.py,util_success,success,12,util_per_core,0.60,1.0,143.52,2,8,8,0.6,0.3,1.2,0.36,80,25,110.400001,143.52,1,1012,0
util_success\success\set12\util_per_core_0.70.py,util_success,success,12,util_per_core,0.70,1.0,167.439997,2,8,8,0.7,0.3,1.4,0.42,80,25,128.8,167.439997,1,1012,0
util_success\success\set12\util_per_core_0.80.py,util_success,success,12,util_per_core,0.80,1.0,191.359991,2,8,8,0.8,0.3,1.6,0.48,80,25,147.200002,191.359991,1,1012,0
util_success\success\set12\util_per_core_0.90.py,util_success,success,12,util_per_core,0.90,1.0,215.279999,2,8,8,0.9,0.3,1.8,0.54,80,25,165.6,215.279999,1,1012,0
util_success\success\set12\util_per_core_1.00.py,util_success,success,12,util_per_core,1.00,1.0,239.2,2,8,8,1.0,0.3,2.0,0.6,80,23,183.999998,239.2,0,1012,0
util_success\success\set12\util_per_core_1.10.py,util_success,success,12,util_per_core,1.10,1.0,263.120016,2,8,8,1.1,0.3,2.2,0.66,80,37,202.400002,263.120016,0,1012,0
util_success\success\set13\util_per_core_0.30.py,util_success,success,13,util_per_core,0.30,1.0,71.760007,2,8,8,0.3,0.3,0.6,0.18,80,33,55.200006,71.760007,1,1013,0
util_success\success\set13\util_per_core_0.40.py,util_success,success,13,util_per_core,0.40,1.0,95.680001,2,8,8,0.4,0.3,0.8,0.24,80,33,73.599997,95.680001,1,1013,0
util_success\success\set13\util_per_core_0.50.py,util_success,success,13,util_per_core,0.50,1.0,119.60001,2,8,8,0.5,0.3,1.0,0.3,80,33,91.999994,119.60001,1,1013,0
util_success\success\set13\util_per_core_0.60.py,util_success,success,13,util_per_core,0.60,1.0,143.519984,2,8,8,0.6,0.3,1.2,0.36,80,33,110.399994,143.519984,1,1013,0
util_success\success\set13\util_per_core_0.70.py,util_success,success,13,util_per_core,0.70,1.0,167.439995,2,8,8,0.7,0.3,1.4,0.42,80,33,128.800001,167.439995,1,1013,0
util_success\success\set13\util_per_core_0.80.py,util_success,success,13,util_per_core,0.80,1.0,191.359993,2,8,8,0.8,0.3,1.6,0.48,80,33,147.199997,191.359993,1,1013,0
util_success\success\set13\util_per_core_0.90.py,util_success,success,13,util_per_core,0.90,1.0,215.279989,2,8,8,0.9,0.3,1.8,0.54,80,33,165.599995,215.279989,1,1013,0
util_success\success\set13\util_per_core_1.00.py,util_success,success,13,util_per_core,1.00,1.0,239.200001,2,8,8,1.0,0.3,2.0,0.6,80,33,184.000002,239.200001,0,1013,0
util_success\success\set13\util_per_core_1.10.py,util_success,success,13,util_per_core,1.10,1.0,263.119998,2,8,8,1.1,0.3,2.2,0.66,80,33,202.400006,263.119998,0,1013,0
util_success\success\set14\util_per_core_0.30.py,util_success,success,14,util_per_core,0.30,1.0,71.76,2,8,8,0.3,0.3,0.6,0.18,80,20,55.200002,71.76,1,1014,0
util_success\success\set14\util_per_core_0.40.py,util_success,success,14,util_per_core,0.40,1.0,95.680001,2,8,8,0.4,0.3,0.8,0.24,80,20,73.6,95.680001,1,1014,0
util_success\success\set14\util_per_core_0.50.py,util_success,success,14,util_per_core,0.50,1.0,119.599998,2,8,8,0.5,0.3,1.0,0.3,80,20,92.000003,119.599998,1,1014,0
util_success\success\set14\util_per_core_0.60.py,util_success,success,14,util_per_core,0.60,1.0,143.520006,2,8,8,0.6,0.3,1.2,0.36,80,20,110.399998,143.520006,1,1014,0
util_success\success\set14\util_per_core_0.70.py,util_success,success,14,util_per_core,0.70,1.0,167.440015,2,8,8,0.7,0.3,1.4,0.42,80,20,128.800003,167.440015,1,1014,0
util_success\success\set14\util_per_core_0.80.py,util_success,success,14,util_per_core,0.80,1.0,191.360018,2,8,8,0.8,0.3,1.6,0.48,80,30,147.200002,191.360018,1,1014,0
util_success\success\set14\util_per_core_0.90.py,util_success,success,14,util_per_core,0.90,1.0,215.280009,2,8,8,0.9,0.3,1.8,0.54,80,30,165.599998,215.280009,1,1014,0
util_success\success\set14\util_per_core_1.00.py,util_success,success,14,util_per_core,1.00,1.0,239.199986,2,8,8,1.0,0.3,2.0,0.6,80,27,183.999997,239.199986,0,1014,0
util_success\success\set14\util_per_core_1.10.py,util_success,success,14,util_per_core,1.10,1.0,263.120007,2,8,8,1.1,0.3,2.2,0.66,80,27,202.4,263.120007,0,1014,0
util_success\success\set15\util_per_core_0.30.py,util_success,success,15,util_per_core,0.30,1.0,71.760008,2,8,8,0.3,0.3,0.6,0.18,80,27,55.200002,71.760008,1,1015,0
util_success\success\set15\util_per_core_0.40.py,util_success,success,15,util_per_core,0.40,1.0,95.679997,2,8,8,0.4,0.3,0.8,0.24,80,27,73.599994,95.679997,1,1015,0
util_success\success\set15\util_per_core_0.50.py,util_success,success,15,util_per_core,0.50,1.0,119.600003,2,8,8,0.5,0.3,1.0,0.3,80,27,92.000003,119.600003,1,1015,0
util_success\success\set15\util_per_core_0.60.py,util_success,success,15,util_per_core,0.60,1.0,143.51999,2,8,8,0.6,0.3,1.2,0.36,80,27,110.399994,143.51999,1,1015,0
util_success\success\set15\util_per_core_0.70.py,util_success,success,15,util_per_core,0.70,1.0,167.440003,2,8,8,0.7,0.3,1.4,0.42,80,27,128.799995,167.440003,1,1015,0
util_success\success\set15\util_per_core_0.80.py,util_success,success,15,util_per_core,0.80,1.0,191.360002,2,8,8,0.8,0.3,1.6,0.48,80,27,147.199997,191.360002,1,1015,0
util_success\success\set15\util_per_core_0.90.py,util_success,success,15,util_per_core,0.90,1.0,215.279994,2,8,8,0.9,0.3,1.8,0.54,80,27,165.600003,215.279994,1,1015,0
util_success\success\set15\util_per_core_1.00.py,util_success,success,15,util_per_core,1.00,1.0,239.199993,2,8,8,1.0,0.3,2.0,0.6,80,28,183.999997,239.199993,0,1015,0
util_success\success\set15\util_per_core_1.10.py,util_success,success,15,util_per_core,1.10,1.0,263.119987,2,8,8,1.1,0.3,2.2,0.66,80,28,202.399994,263.119987,0,1015,0
util_success\success\set16\util_per_core_0.30.py,util_success,success,16,util_per_core,0.30,1.0,71.759994,2,8,8,0.3,0.3,0.6,0.18,80,26,55.200005,71.759994,1,1016,0
util_success\success\set16\util_per_core_0.40.py,util_success,success,16,util_per_core,0.40,1.0,95.680006,2,8,8,0.4,0.3,0.8,0.24,80,26,73.599999,95.680006,1,1016,0
util_success\success\set16\util_per_core_0.50.py,util_success,success,16,util_per_core,0.50,1.0,119.599995,2,8,8,0.5,0.3,1.0,0.3,80,26,91.999993,119.599995,1,1016,0
util_success\success\set16\util_per_core_0.60.py,util_success,success,16,util_per_core,0.60,1.0,143.52001,2,8,8,0.6,0.3,1.2,0.36,80,26,110.4,143.52001,1,1016,0
util_success\success\set16\util_per_core_0.70.py,util_success,success,16,util_per_core,0.70,1.0,167.440002,2,8,8,0.7,0.3,1.4,0.42,80,26,128.800002,167.440002,1,1016,0
util_success\success\set16\util_per_core_0.80.py,util_success,success,16,util_per_core,0.80,1.0,191.359998,2,8,8,0.8,0.3,1.6,0.48,80,26,147.200005,191.359998,1,1016,0
util_success\success\set16\util_per_core_0.90.py,util_success,success,16,util_per_core,0.90,1.0,215.280005,2,8,8,0.9,0.3,1.8,0.54,80,26,165.599993,215.280005,1,1016,0
util_success\success\set16\util_per_core_1.00.py,util_success,success,16,util_per_core,1.00,1.0,239.199997,2,8,8,1.0,0.3,2.0,0.6,80,26,184.000006,239.199997,0,1016,0
